seq,canonical_rank,u,v,boundary_frame,transaction_type,executor_accepted,outer_clean_transaction_score,pred_expected,pred_q25,pred_median,prob_positive,prob_negative,prob_catastrophic,prob_margin,delta_HOTA,delta_HOTA_norm,ranking_score,rank_start,rank_end,certificate_gate,certificate_pass,lcb_expected,lcb_median,null_p_value,outer_held_out_seq,gate_test_seq
MOT20-03,64,288,337,1994,v_to_u,1,0.494778856395,0.063631607606,-0.030709397908,0.044787571415,0.443465008351,0.493701420127,0.052044536649,-0.154325485074,-0.000344,-0.017200000001,0.006206200147,61,80,group_expected_lcb_a25,0,-0.037326471627,-0.109760896892,,MOT20-02,MOT20-03
MOT20-03,94,131,280,1199,u_to_v,1,0.441819936043,0.146080519137,0.040082993155,0.066966363797,0.908127457801,0.055392088454,0.081120495583,0.69049437818,-0.0001,-0.005,0.239589958342,81,100,group_expected_lcb_a25,1,0.045122439904,-0.087582104509,,MOT20-02,MOT20-03
MOT20-05,24,1413,1421,2924,v_to_u,1,0.673278729372,-0.049128386785,-0.126876816519,-0.131139889549,0.574467506406,0.416194809415,0.01221876876,0.13383515947,0.000321,0.01605,-0.097681099682,21,40,group_expected_lcb_a25,0,-0.14708477889,-0.297989490287,,MOT20-02,MOT20-05
MOT20-05,57,1054,1150,1952,v_to_u,1,0.580302437332,-0.025254998258,-0.111159764295,-0.03177233984,0.607864136917,0.368769889647,0.018371149145,0.20235194898,-2.4e-05,-0.001200000001,0.018815647405,41,60,group_expected_lcb_a25,0,-0.123211390363,-0.198621940578,,MOT20-02,MOT20-05
MOT20-05,62,3,494,1013,v_to_u,1,0.572834478124,-0.051844263918,-0.094632359338,0.023446578395,0.480717325607,0.508062317323,0.011359483386,-0.050063958488,-0.002614,-0.1307,0.010930588773,61,80,group_expected_lcb_a25,0,-0.149800656023,-0.143403022343,,MOT20-02,MOT20-05
MOT20-05,96,1377,1380,3218,v_to_u,1,0.543461427106,-7.2353125e-05,-0.013449209684,0.039146892513,0.574306050002,0.422326216952,0.009573104408,0.132833624233,-0.002264,-0.1132,0.072355298571,81,100,group_expected_lcb_a25,0,-0.09802874523,-0.127702708225,,MOT20-02,MOT20-05
MOT20-01,25,17,29,280,v_to_u,1,0.516349127362,-0.028880532945,-0.136256540201,0.003953653403,0.473829520542,0.482291400593,0.0,-0.008461880051,0.040357,0.555642228128,0.00183818339,21,40,pooled_median_lcb_a25,0,-2.058224868482,-1.914914099611,,MOT20-02,MOT20-01
MOT20-01,41,34,38,242,v_to_u,1,0.432933421189,-0.295137490956,-0.22829723061,-0.203352651228,0.297302645293,0.718762911506,0.042046592846,-0.505553451905,-0.012313,-0.169527535618,-0.329741014204,41,60,pooled_median_lcb_a25,0,-2.324481826493,-2.122220404242,,MOT20-02,MOT20-01
MOT20-01,74,17,29,181,v_to_u,1,0.319370968902,-0.0870798758,-0.079521025025,-0.013313759043,0.22299232593,0.7146139351,0.0,-0.49162160917,0.040357,0.555642228128,-0.136219161335,61,80,pooled_median_lcb_a25,0,-2.116424211336,-1.932181512057,,MOT20-02,MOT20-01
MOT20-01,90,17,29,276,v_to_u,1,0.247551671256,-0.026286838817,-0.094635814125,0.003744662876,0.440144402644,0.561784978683,0.0,-0.121640576039,0.040357,0.555642228128,-0.026665481133,81,100,pooled_median_lcb_a25,0,-2.055631174354,-1.915123090138,,MOT20-02,MOT20-01
MOT20-03,27,355,403,2122,v_to_u,1,0.623293399572,0.174024065496,-0.013613663428,0.106591749547,0.914417634149,0.11017609284,0.038096968987,0.728047603336,5.5e-05,0.002749999999,0.288603650381,21,40,pooled_median_lcb_a25,0,0.073065986262,-0.04795671876,,MOT20-02,MOT20-03
MOT20-03,60,49,82,446,v_to_u,1,0.498970018041,-0.030285894092,0.118144824169,0.083182080895,0.363852676169,0.629937895045,0.061869040498,-0.389823299872,-0.00309,-0.154500000001,-0.014273744073,41,60,pooled_median_lcb_a25,0,-0.131243973326,-0.071366387412,,MOT20-02,MOT20-03
MOT20-03,64,288,337,1994,v_to_u,1,0.494778856395,0.063631607606,-0.030709397908,0.044787571415,0.443465008351,0.493701420127,0.052044536649,-0.154325485074,-0.000344,-0.017200000001,0.006206200147,61,80,pooled_median_lcb_a25,0,-0.037326471627,-0.109760896892,,MOT20-02,MOT20-03
MOT20-03,94,131,280,1199,u_to_v,1,0.441819936043,0.146080519137,0.040082993155,0.066966363797,0.908127457801,0.055392088454,0.081120495583,0.69049437818,-0.0001,-0.005,0.239589958342,81,100,pooled_median_lcb_a25,0,0.045122439904,-0.087582104509,,MOT20-02,MOT20-03
MOT20-05,24,1413,1421,2924,v_to_u,1,0.673278729372,-0.049128386785,-0.126876816519,-0.131139889549,0.574467506406,0.416194809415,0.01221876876,0.13383515947,0.000321,0.01605,-0.097681099682,21,40,pooled_median_lcb_a25,0,-0.14708477889,-0.297989490287,,MOT20-02,MOT20-05
MOT20-05,57,1054,1150,1952,v_to_u,1,0.580302437332,-0.025254998258,-0.111159764295,-0.03177233984,0.607864136917,0.368769889647,0.018371149145,0.20235194898,-2.4e-05,-0.001200000001,0.018815647405,41,60,pooled_median_lcb_a25,0,-0.123211390363,-0.198621940578,,MOT20-02,MOT20-05
MOT20-05,62,3,494,1013,v_to_u,1,0.572834478124,-0.051844263918,-0.094632359338,0.023446578395,0.480717325607,0.508062317323,0.011359483386,-0.050063958488,-0.002614,-0.1307,0.010930588773,61,80,pooled_median_lcb_a25,0,-0.149800656023,-0.143403022343,,MOT20-02,MOT20-05
MOT20-05,96,1377,1380,3218,v_to_u,1,0.543461427106,-7.2353125e-05,-0.013449209684,0.039146892513,0.574306050002,0.422326216952,0.009573104408,0.132833624233,-0.002264,-0.1132,0.072355298571,81,100,pooled_median_lcb_a25,0,-0.09802874523,-0.127702708225,,MOT20-02,MOT20-05
MOT20-01,25,17,29,280,v_to_u,1,0.516349127362,-0.028880532945,-0.136256540201,0.003953653403,0.473829520542,0.482291400593,0.0,-0.008461880051,0.040357,0.555642228128,0.00183818339,21,40,group_median_lcb_a40,0,-2.058224868482,-1.914914099611,,MOT20-02,MOT20-01
MOT20-01,41,34,38,242,v_to_u,1,0.432933421189,-0.295137490956,-0.22829723061,-0.203352651228,0.297302645293,0.718762911506,0.042046592846,-0.505553451905,-0.012313,-0.169527535618,-0.329741014204,41,60,group_median_lcb_a40,0,-2.324481826493,-2.122220404242,,MOT20-02,MOT20-01
MOT20-01,74,17,29,181,v_to_u,1,0.319370968902,-0.0870798758,-0.079521025025,-0.013313759043,0.22299232593,0.7146139351,0.0,-0.49162160917,0.040357,0.555642228128,-0.136219161335,61,80,group_median_lcb_a40,0,-2.116424211336,-1.932181512057,,MOT20-02,MOT20-01
MOT20-01,90,17,29,276,v_to_u,1,0.247551671256,-0.026286838817,-0.094635814125,0.003744662876,0.440144402644,0.561784978683,0.0,-0.121640576039,0.040357,0.555642228128,-0.026665481133,81,100,group_median_lcb_a40,0,-2.055631174354,-1.915123090138,,MOT20-02,MOT20-01
MOT20-03,27,355,403,2122,v_to_u,1,0.623293399572,0.174024065496,-0.013613663428,0.106591749547,0.914417634149,0.11017609284,0.038096968987,0.728047603336,5.5e-05,0.002749999999,0.288603650381,21,40,group_median_lcb_a40,0,0.073065986262,-0.04795671876,,MOT20-02,MOT20-03
MOT20-03,60,49,82,446,v_to_u,1,0.498970018041,-0.030285894092,0.118144824169,0.083182080895,0.363852676169,0.629937895045,0.061869040498,-0.389823299872,-0.00309,-0.154500000001,-0.014273744073,41,60,group_median_lcb_a40,0,-0.131243973326,-0.071366387412,,MOT20-02,MOT20-03
MOT20-03,64,288,337,1994,v_to_u,1,0.494778856395,0.063631607606,-0.030709397908,0.044787571415,0.443465008351,0.493701420127,0.052044536649,-0.154325485074,-0.000344,-0.017200000001,0.006206200147,61,80,group_median_lcb_a40,0,-0.037326471627,-0.109760896892,,MOT20-02,MOT20-03
MOT20-03,94,131,280,1199,u_to_v,1,0.441819936043,0.146080519137,0.040082993155,0.066966363797,0.908127457801,0.055392088454,0.081120495583,0.69049437818,-0.0001,-0.005,0.239589958342,81,100,group_median_lcb_a40,0,0.045122439904,-0.087582104509,,MOT20-02,MOT20-03
MOT20-05,24,1413,1421,2924,v_to_u,1,0.673278729372,-0.049128386785,-0.126876816519,-0.131139889549,0.574467506406,0.416194809415,0.01221876876,0.13383515947,0.000321,0.01605,-0.097681099682,21,40,group_median_lcb_a40,0,-0.14708477889,-0.297989490287,,MOT20-02,MOT20-05
MOT20-05,57,1054,1150,1952,v_to_u,1,0.580302437332,-0.025254998258,-0.111159764295,-0.03177233984,0.607864136917,0.368769889647,0.018371149145,0.20235194898,-2.4e-05,-0.001200000001,0.018815647405,41,60,group_median_lcb_a40,0,-0.123211390363,-0.198621940578,,MOT20-02,MOT20-05
MOT20-05,62,3,494,1013,v_to_u,1,0.572834478124,-0.051844263918,-0.094632359338,0.023446578395,0.480717325607,0.508062317323,0.011359483386,-0.050063958488,-0.002614,-0.1307,0.010930588773,61,80,group_median_lcb_a40,0,-0.149800656023,-0.143403022343,,MOT20-02,MOT20-05
MOT20-05,96,1377,1380,3218,v_to_u,1,0.543461427106,-7.2353125e-05,-0.013449209684,0.039146892513,0.574306050002,0.422326216952,0.009573104408,0.132833624233,-0.002264,-0.1132,0.072355298571,81,100,group_median_lcb_a40,0,-0.09802874523,-0.127702708225,,MOT20-02,MOT20-05
MOT20-01,25,17,29,280,v_to_u,1,0.516349127362,-0.028880532945,-0.136256540201,0.003953653403,0.473829520542,0.482291400593,0.0,-0.008461880051,0.040357,0.555642228128,0.00183818339,21,40,pooled_dual_lcb_a25,0,-2.058224868482,-1.914914099611,,MOT20-02,MOT20-01
MOT20-01,41,34,38,242,v_to_u,1,0.432933421189,-0.295137490956,-0.22829723061,-0.203352651228,0.297302645293,0.718762911506,0.042046592846,-0.505553451905,-0.012313,-0.169527535618,-0.329741014204,41,60,pooled_dual_lcb_a25,0,-2.324481826493,-2.122220404242,,MOT20-02,MOT20-01
MOT20-01,74,17,29,181,v_to_u,1,0.319370968902,-0.0870798758,-0.079521025025,-0.013313759043,0.22299232593,0.7146139351,0.0,-0.49162160917,0.040357,0.555642228128,-0.136219161335,61,80,pooled_dual_lcb_a25,0,-2.116424211336,-1.932181512057,,MOT20-02,MOT20-01
MOT20-01,90,17,29,276,v_to_u,1,0.247551671256,-0.026286838817,-0.094635814125,0.003744662876,0.440144402644,0.561784978683,0.0,-0.121640576039,0.040357,0.555642228128,-0.026665481133,81,100,pooled_dual_lcb_a25,0,-2.055631174354,-1.915123090138,,MOT20-02,MOT20-01
MOT20-03,27,355,403,2122,v_to_u,1,0.623293399572,0.174024065496,-0.013613663428,0.106591749547,0.914417634149,0.11017609284,0.038096968987,0.728047603336,5.5e-05,0.002749999999,0.288603650381,21,40,pooled_dual_lcb_a25,0,0.073065986262,-0.04795671876,,MOT20-02,MOT20-03
MOT20-03,60,49,82,446,v_to_u,1,0.498970018041,-0.030285894092,0.118144824169,0.083182080895,0.363852676169,0.629937895045,0.061869040498,-0.389823299872,-0.00309,-0.154500000001,-0.014273744073,41,60,pooled_dual_lcb_a25,0,-0.131243973326,-0.071366387412,,MOT20-02,MOT20-03
MOT20-03,64,288,337,1994,v_to_u,1,0.494778856395,0.063631607606,-0.030709397908,0.044787571415,0.443465008351,0.493701420127,0.052044536649,-0.154325485074,-0.000344,-0.017200000001,0.006206200147,61,80,pooled_dual_lcb_a25,0,-0.037326471627,-0.109760896892,,MOT20-02,MOT20-03
MOT20-03,94,131,280,1199,u_to_v,1,0.441819936043,0.146080519137,0.040082993155,0.066966363797,0.908127457801,0.055392088454,0.081120495583,0.69049437818,-0.0001,-0.005,0.239589958342,81,100,pooled_dual_lcb_a25,0,0.045122439904,-0.087582104509,,MOT20-02,MOT20-03
MOT20-05,24,1413,1421,2924,v_to_u,1,0.673278729372,-0.049128386785,-0.126876816519,-0.131139889549,0.574467506406,0.416194809415,0.01221876876,0.13383515947,0.000321,0.01605,-0.097681099682,21,40,pooled_dual_lcb_a25,0,-0.14708477889,-0.297989490287,,MOT20-02,MOT20-05
MOT20-05,57,1054,1150,1952,v_to_u,1,0.580302437332,-0.025254998258,-0.111159764295,-0.03177233984,0.607864136917,0.368769889647,0.018371149145,0.20235194898,-2.4e-05,-0.001200000001,0.018815647405,41,60,pooled_dual_lcb_a25,0,-0.123211390363,-0.198621940578,,MOT20-02,MOT20-05
MOT20-05,62,3,494,1013,v_to_u,1,0.572834478124,-0.051844263918,-0.094632359338,0.023446578395,0.480717325607,0.508062317323,0.011359483386,-0.050063958488,-0.002614,-0.1307,0.010930588773,61,80,pooled_dual_lcb_a25,0,-0.149800656023,-0.143403022343,,MOT20-02,MOT20-05
MOT20-05,96,1377,1380,3218,v_to_u,1,0.543461427106,-7.2353125e-05,-0.013449209684,0.039146892513,0.574306050002,0.422326216952,0.009573104408,0.132833624233,-0.002264,-0.1132,0.072355298571,81,100,pooled_dual_lcb_a25,0,-0.09802874523,-0.127702708225,,MOT20-02,MOT20-05
MOT20-01,25,17,29,280,v_to_u,1,0.516349127362,-0.028880532945,-0.136256540201,0.003953653403,0.473829520542,0.482291400593,0.0,-0.008461880051,0.040357,0.555642228128,0.00183818339,21,40,group_dual_lcb_a40,0,-2.058224868482,-1.914914099611,,MOT20-02,MOT20-01
MOT20-01,41,34,38,242,v_to_u,1,0.432933421189,-0.295137490956,-0.22829723061,-0.203352651228,0.297302645293,0.718762911506,0.042046592846,-0.505553451905,-0.012313,-0.169527535618,-0.329741014204,41,60,group_dual_lcb_a40,0,-2.324481826493,-2.122220404242,,MOT20-02,MOT20-01
MOT20-01,74,17,29,181,v_to_u,1,0.319370968902,-0.0870798758,-0.079521025025,-0.013313759043,0.22299232593,0.7146139351,0.0,-0.49162160917,0.040357,0.555642228128,-0.136219161335,61,80,group_dual_lcb_a40,0,-2.116424211336,-1.932181512057,,MOT20-02,MOT20-01
MOT20-01,90,17,29,276,v_to_u,1,0.247551671256,-0.026286838817,-0.094635814125,0.003744662876,0.440144402644,0.561784978683,0.0,-0.121640576039,0.040357,0.555642228128,-0.026665481133,81,100,group_dual_lcb_a40,0,-2.055631174354,-1.915123090138,,MOT20-02,MOT20-01
MOT20-03,27,355,403,2122,v_to_u,1,0.623293399572,0.174024065496,-0.013613663428,0.106591749547,0.914417634149,0.11017609284,0.038096968987,0.728047603336,5.5e-05,0.002749999999,0.288603650381,21,40,group_dual_lcb_a40,0,0.073065986262,-0.04795671876,,MOT20-02,MOT20-03
MOT20-03,60,49,82,446,v_to_u,1,0.498970018041,-0.030285894092,0.118144824169,0.083182080895,0.363852676169,0.629937895045,0.061869040498,-0.389823299872,-0.00309,-0.154500000001,-0.014273744073,41,60,group_dual_lcb_a40,0,-0.131243973326,-0.071366387412,,MOT20-02,MOT20-03
MOT20-03,64,288,337,1994,v_to_u,1,0.494778856395,0.063631607606,-0.030709397908,0.044787571415,0.443465008351,0.493701420127,0.052044536649,-0.154325485074,-0.000344,-0.017200000001,0.006206200147,61,80,group_dual_lcb_a40,0,-0.037326471627,-0.109760896892,,MOT20-02,MOT20-03
MOT20-03,94,131,280,1199,u_to_v,1,0.441819936043,0.146080519137,0.040082993155,0.066966363797,0.908127457801,0.055392088454,0.081120495583,0.69049437818,-0.0001,-0.005,0.239589958342,81,100,group_dual_lcb_a40,0,0.045122439904,-0.087582104509,,MOT20-02,MOT20-03
MOT20-05,24,1413,1421,2924,v_to_u,1,0.673278729372,-0.049128386785,-0.126876816519,-0.131139889549,0.574467506406,0.416194809415,0.01221876876,0.13383515947,0.000321,0.01605,-0.097681099682,21,40,group_dual_lcb_a40,0,-0.14708477889,-0.297989490287,,MOT20-02,MOT20-05
MOT20-05,57,1054,1150,1952,v_to_u,1,0.580302437332,-0.025254998258,-0.111159764295,-0.03177233984,0.607864136917,0.368769889647,0.018371149145,0.20235194898,-2.4e-05,-0.001200000001,0.018815647405,41,60,group_dual_lcb_a40,0,-0.123211390363,-0.198621940578,,MOT20-02,MOT20-05
MOT20-05,62,3,494,1013,v_to_u,1,0.572834478124,-0.051844263918,-0.094632359338,0.023446578395,0.480717325607,0.508062317323,0.011359483386,-0.050063958488,-0.002614,-0.1307,0.010930588773,61,80,group_dual_lcb_a40,0,-0.149800656023,-0.143403022343,,MOT20-02,MOT20-05
MOT20-05,96,1377,1380,3218,v_to_u,1,0.543461427106,-7.2353125e-05,-0.013449209684,0.039146892513,0.574306050002,0.422326216952,0.009573104408,0.132833624233,-0.002264,-0.1132,0.072355298571,81,100,group_dual_lcb_a40,0,-0.09802874523,-0.127702708225,,MOT20-02,MOT20-05
MOT20-01,25,17,29,280,v_to_u,1,0.516349127362,-0.028880532945,-0.136256540201,0.003953653403,0.473829520542,0.482291400593,0.0,-0.008461880051,0.040357,0.555642228128,0.00183818339,21,40,pooled_expected_nullp20,0,,,0.5,MOT20-02,MOT20-01
MOT20-01,41,34,38,242,v_to_u,1,0.432933421189,-0.295137490956,-0.22829723061,-0.203352651228,0.297302645293,0.718762911506,0.042046592846,-0.505553451905,-0.012313,-0.169527535618,-0.329741014204,41,60,pooled_expected_nullp20,0,,,1.0,MOT20-02,MOT20-01
MOT20-01,74,17,29,181,v_to_u,1,0.319370968902,-0.0870798758,-0.079521025025,-0.013313759043,0.22299232593,0.7146139351,0.0,-0.49162160917,0.040357,0.555642228128,-0.136219161335,61,80,pooled_expected_nullp20,0,,,1.0,MOT20-02,MOT20-01
MOT20-01,90,17,29,276,v_to_u,1,0.247551671256,-0.026286838817,-0.094635814125,0.003744662876,0.440144402644,0.561784978683,0.0,-0.121640576039,0.040357,0.555642228128,-0.026665481133,81,100,pooled_expected_nullp20,0,,,0.75,MOT20-02,MOT20-01
MOT20-03,27,355,403,2122,v_to_u,1,0.623293399572,0.174024065496,-0.013613663428,0.106591749547,0.914417634149,0.11017609284,0.038096968987,0.728047603336,5.5e-05,0.002749999999,0.288603650381,21,40,pooled_expected_nullp20,1,,,0.2,MOT20-02,MOT20-03
MOT20-03,60,49,82,446,v_to_u,1,0.498970018041,-0.030285894092,0.118144824169,0.083182080895,0.363852676169,0.629937895045,0.061869040498,-0.389823299872,-0.00309,-0.154500000001,-0.014273744073,41,60,pooled_expected_nullp20,0,,,0.8,MOT20-02,MOT20-03
MOT20-03,64,288,337,1994,v_to_u,1,0.494778856395,0.063631607606,-0.030709397908,0.044787571415,0.443465008351,0.493701420127,0.052044536649,-0.154325485074,-0.000344,-0.017200000001,0.006206200147,61,80,pooled_expected_nullp20,0,,,0.8,MOT20-02,MOT20-03
MOT20-03,94,131,280,1199,u_to_v,1,0.441819936043,0.146080519137,0.040082993155,0.066966363797,0.908127457801,0.055392088454,0.081120495583,0.69049437818,-0.0001,-0.005,0.239589958342,81,100,pooled_expected_nullp20,1,,,0.2,MOT20-02,MOT20-03
MOT20-05,24,1413,1421,2924,v_to_u,1,0.673278729372,-0.049128386785,-0.126876816519,-0.131139889549,0.574467506406,0.416194809415,0.01221876876,0.13383515947,0.000321,0.01605,-0.097681099682,21,40,pooled_expected_nullp20,0,,,0.8,MOT20-02,MOT20-05
MOT20-05,57,1054,1150,1952,v_to_u,1,0.580302437332,-0.025254998258,-0.111159764295,-0.03177233984,0.607864136917,0.368769889647,0.018371149145,0.20235194898,-2.4e-05,-0.001200000001,0.018815647405,41,60,pooled_expected_nullp20,0,,,0.8,MOT20-02,MOT20-05
MOT20-05,62,3,494,1013,v_to_u,1,0.572834478124,-0.051844263918,-0.094632359338,0.023446578395,0.480717325607,0.508062317323,0.011359483386,-0.050063958488,-0.002614,-0.1307,0.010930588773,61,80,pooled_expected_nullp20,0,,,0.8,MOT20-02,MOT20-05
MOT20-05,96,1377,1380,3218,v_to_u,1,0.543461427106,-7.2353125e-05,-0.013449209684,0.039146892513,0.574306050002,0.422326216952,0.009573104408,0.132833624233,-0.002264,-0.1132,0.072355298571,81,100,pooled_expected_nullp20,0,,,0.8,MOT20-02,MOT20-05
MOT20-01,25,17,29,280,v_to_u,1,0.516349127362,-0.028880532945,-0.136256540201,0.003953653403,0.473829520542,0.482291400593,0.0,-0.008461880051,0.040357,0.555642228128,0.00183818339,21,40,group_expected_nullp25,0,,,0.75,MOT20-02,MOT20-01
MOT20-01,41,34,38,242,v_to_u,1,0.432933421189,-0.295137490956,-0.22829723061,-0.203352651228,0.297302645293,0.718762911506,0.042046592846,-0.505553451905,-0.012313,-0.169527535618,-0.329741014204,41,60,group_expected_nullp25,0,,,1.0,MOT20-02,MOT20-01
MOT20-01,74,17,29,181,v_to_u,1,0.319370968902,-0.0870798758,-0.079521025025,-0.013313759043,0.22299232593,0.7146139351,0.0,-0.49162160917,0.040357,0.555642228128,-0.136219161335,61,80,group_expected_nullp25,0,,,1.0,MOT20-02,MOT20-01
MOT20-01,90,17,29,276,v_to_u,1,0.247551671256,-0.026286838817,-0.094635814125,0.003744662876,0.440144402644,0.561784978683,0.0,-0.121640576039,0.040357,0.555642228128,-0.026665481133,81,100,group_expected_nullp25,0,,,0.8,MOT20-02,MOT20-01
MOT20-03,27,355,403,2122,v_to_u,1,0.623293399572,0.174024065496,-0.013613663428,0.106591749547,0.914417634149,0.11017609284,0.038096968987,0.728047603336,5.5e-05,0.002749999999,0.288603650381,21,40,group_expected_nullp25,0,,,0.5,MOT20-02,MOT20-03
MOT20-03,60,49,82,446,v_to_u,1,0.498970018041,-0.030285894092,0.118144824169,0.083182080895,0.363852676169,0.629937895045,0.061869040498,-0.389823299872,-0.00309,-0.154500000001,-0.014273744073,41,60,group_expected_nullp25,0,,,1.0,MOT20-02,MOT20-03
MOT20-03,64,288,337,1994,v_to_u,1,0.494778856395,0.063631607606,-0.030709397908,0.044787571415,0.443465008351,0.493701420127,0.052044536649,-0.154325485074,-0.000344,-0.017200000001,0.006206200147,61,80,group_expected_nullp25,0,,,1.0,MOT20-02,MOT20-03
MOT20-03,94,131,280,1199,u_to_v,1,0.441819936043,0.146080519137,0.040082993155,0.066966363797,0.908127457801,0.055392088454,0.081120495583,0.69049437818,-0.0001,-0.005,0.239589958342,81,100,group_expected_nullp25,0,,,0.5,MOT20-02,MOT20-03
MOT20-05,24,1413,1421,2924,v_to_u,1,0.673278729372,-0.049128386785,-0.126876816519,-0.131139889549,0.574467506406,0.416194809415,0.01221876876,0.13383515947,0.000321,0.01605,-0.097681099682,21,40,group_expected_nullp25,0,,,1.0,MOT20-02,MOT20-05
MOT20-05,57,1054,1150,1952,v_to_u,1,0.580302437332,-0.025254998258,-0.111159764295,-0.03177233984,0.607864136917,0.368769889647,0.018371149145,0.20235194898,-2.4e-05,-0.001200000001,0.018815647405,41,60,group_expected_nullp25,0,,,1.0,MOT20-02,MOT20-05
MOT20-05,62,3,494,1013,v_to_u,1,0.572834478124,-0.051844263918,-0.094632359338,0.023446578395,0.480717325607,0.508062317323,0.011359483386,-0.050063958488,-0.002614,-0.1307,0.010930588773,61,80,group_expected_nullp25,0,,,1.0,MOT20-02,MOT20-05
MOT20-05,96,1377,1380,3218,v_to_u,1,0.543461427106,-7.2353125e-05,-0.013449209684,0.039146892513,0.574306050002,0.422326216952,0.009573104408,0.132833624233,-0.002264,-0.1132,0.072355298571,81,100,group_expected_nullp25,0,,,1.0,MOT20-02,MOT20-05
MOT20-01,25,17,29,280,v_to_u,1,0.516349127362,-0.028880532945,-0.136256540201,0.003953653403,0.473829520542,0.482291400593,0.0,-0.008461880051,0.040357,0.555642228128,0.00183818339,21,40,pooled_median_nullp20,0,,,0.5,MOT20-02,MOT20-01
MOT20-01,41,34,38,242,v_to_u,1,0.432933421189,-0.295137490956,-0.22829723061,-0.203352651228,0.297302645293,0.718762911506,0.042046592846,-0.505553451905,-0.012313,-0.169527535618,-0.329741014204,41,60,pooled_median_nullp20,0,,,1.0,MOT20-02,MOT20-01
MOT20-01,74,17,29,181,v_to_u,1,0.319370968902,-0.0870798758,-0.079521025025,-0.013313759043,0.22299232593,0.7146139351,0.0,-0.49162160917,0.040357,0.555642228128,-0.136219161335,61,80,pooled_median_nullp20,0,,,1.0,MOT20-02,MOT20-01
MOT20-01,90,17,29,276,v_to_u,1,0.247551671256,-0.026286838817,-0.094635814125,0.003744662876,0.440144402644,0.561784978683,0.0,-0.121640576039,0.040357,0.555642228128,-0.026665481133,81,100,pooled_median_nullp20,0,,,0.75,MOT20-02,MOT20-01
MOT20-03,27,355,403,2122,v_to_u,1,0.623293399572,0.174024065496,-0.013613663428,0.106591749547,0.914417634149,0.11017609284,0.038096968987,0.728047603336,5.5e-05,0.002749999999,0.288603650381,21,40,pooled_median_nullp20,1,,,0.2,MOT20-02,MOT20-03
MOT20-03,60,49,82,446,v_to_u,1,0.498970018041,-0.030285894092,0.118144824169,0.083182080895,0.363852676169,0.629937895045,0.061869040498,-0.389823299872,-0.00309,-0.154500000001,-0.014273744073,41,60,pooled_median_nullp20,0,,,0.8,MOT20-02,MOT20-03
MOT20-03,64,288,337,1994,v_to_u,1,0.494778856395,0.063631607606,-0.030709397908,0.044787571415,0.443465008351,0.493701420127,0.052044536649,-0.154325485074,-0.000344,-0.017200000001,0.006206200147,61,80,pooled_median_nullp20,0,,,0.8,MOT20-02,MOT20-03
MOT20-03,94,131,280,1199,u_to_v,1,0.441819936043,0.146080519137,0.040082993155,0.066966363797,0.908127457801,0.055392088454,0.081120495583,0.69049437818,-0.0001,-0.005,0.239589958342,81,100,pooled_median_nullp20,1,,,0.2,MOT20-02,MOT20-03
MOT20-05,24,1413,1421,2924,v_to_u,1,0.673278729372,-0.049128386785,-0.126876816519,-0.131139889549,0.574467506406,0.416194809415,0.01221876876,0.13383515947,0.000321,0.01605,-0.097681099682,21,40,pooled_median_nullp20,0,,,0.8,MOT20-02,MOT20-05
MOT20-05,57,1054,1150,1952,v_to_u,1,0.580302437332,-0.025254998258,-0.111159764295,-0.03177233984,0.607864136917,0.368769889647,0.018371149145,0.20235194898,-2.4e-05,-0.001200000001,0.018815647405,41,60,pooled_median_nullp20,0,,,0.8,MOT20-02,MOT20-05
MOT20-05,62,3,494,1013,v_to_u,1,0.572834478124,-0.051844263918,-0.094632359338,0.023446578395,0.480717325607,0.508062317323,0.011359483386,-0.050063958488,-0.002614,-0.1307,0.010930588773,61,80,pooled_median_nullp20,0,,,0.8,MOT20-02,MOT20-05
MOT20-05,96,1377,1380,3218,v_to_u,1,0.543461427106,-7.2353125e-05,-0.013449209684,0.039146892513,0.574306050002,0.422326216952,0.009573104408,0.132833624233,-0.002264,-0.1132,0.072355298571,81,100,pooled_median_nullp20,0,,,0.8,MOT20-02,MOT20-05
MOT20-01,25,17,29,280,v_to_u,1,0.516349127362,-0.028880532945,-0.136256540201,0.003953653403,0.473829520542,0.482291400593,0.0,-0.008461880051,0.040357,0.555642228128,0.00183818339,21,40,group_dual_nullp25,0,,,0.75,MOT20-02,MOT20-01
MOT20-01,41,34,38,242,v_to_u,1,0.432933421189,-0.295137490956,-0.22829723061,-0.203352651228,0.297302645293,0.718762911506,0.042046592846,-0.505553451905,-0.012313,-0.169527535618,-0.329741014204,41,60,group_dual_nullp25,0,,,1.0,MOT20-02,MOT20-01
MOT20-01,74,17,29,181,v_to_u,1,0.319370968902,-0.0870798758,-0.079521025025,-0.013313759043,0.22299232593,0.7146139351,0.0,-0.49162160917,0.040357,0.555642228128,-0.136219161335,61,80,group_dual_nullp25,0,,,1.0,MOT20-02,MOT20-01
MOT20-01,90,17,29,276,v_to_u,1,0.247551671256,-0.026286838817,-0.094635814125,0.003744662876,0.440144402644,0.561784978683,0.0,-0.121640576039,0.040357,0.555642228128,-0.026665481133,81,100,group_dual_nullp25,0,,,0.8,MOT20-02,MOT20-01
