seq,u,v,boundary_frame,transaction_type,donor_raw_tid,receiver_raw_tid,accepted,reject_reason,effective_start_frame,changed_rows,pair_common_frames,pair_common_span,canonical_rank,enumeration_rank,candidate_priority,selected_for_teacher
MOT17-05-FRCNN,139,140,705,u_to_v,139,140,1,,706.0,2,12,12,0,1039,0.250306451304,0
MOT17-05-FRCNN,139,140,705,v_to_u,140,139,0,no_post_boundary_handoff_frame,,0,12,12,0,0,,0
MOT17-05-FRCNN,139,141,705,u_to_v,139,141,1,,706.0,3,9,9,0,1040,0.578086820189,0
MOT17-05-FRCNN,139,141,705,v_to_u,141,139,0,no_post_boundary_handoff_frame,,0,9,9,0,0,,0
MOT17-05-FRCNN,139,142,705,u_to_v,139,142,1,,706.0,11,6,6,0,1041,0.879664313194,0
MOT17-05-FRCNN,139,142,705,v_to_u,142,139,0,no_post_boundary_handoff_frame,,0,6,6,0,0,,0
MOT17-05-FRCNN,103,140,707,u_to_v,103,140,0,no_post_boundary_handoff_frame,,0,14,14,0,0,,0
MOT17-05-FRCNN,103,140,707,v_to_u,140,103,1,,708.0,101,14,14,0,1042,2.56812966022,0
MOT17-05-FRCNN,110,140,707,u_to_v,110,140,0,no_post_boundary_handoff_frame,,0,14,14,0,0,,0
MOT17-05-FRCNN,110,140,707,v_to_u,140,110,1,,708.0,34,14,14,0,1043,2.316000010121,0
MOT17-05-FRCNN,118,140,707,u_to_v,118,140,0,no_post_boundary_handoff_frame,,0,14,14,0,0,,0
MOT17-05-FRCNN,118,140,707,v_to_u,140,118,1,,708.0,130,14,14,0,1044,1.268871275659,0
MOT17-05-FRCNN,132,140,707,u_to_v,132,140,0,no_post_boundary_handoff_frame,,0,14,14,0,0,,0
MOT17-05-FRCNN,132,140,707,v_to_u,140,132,1,,708.0,128,14,14,0,1045,2.336370769399,0
MOT17-05-FRCNN,137,140,707,u_to_v,137,140,0,no_post_boundary_handoff_frame,,0,14,14,0,0,,0
MOT17-05-FRCNN,137,140,707,v_to_u,140,137,1,,708.0,3,14,14,0,1046,2.980114729606,0
MOT17-05-FRCNN,140,141,707,u_to_v,140,141,1,,708.0,1,11,11,0,1047,0.53480522941,0
MOT17-05-FRCNN,140,141,707,v_to_u,141,140,0,no_post_boundary_handoff_frame,,0,11,11,0,0,,0
MOT17-05-FRCNN,140,142,707,u_to_v,140,142,1,,708.0,9,8,8,0,1048,0.5114029601,0
MOT17-05-FRCNN,140,142,707,v_to_u,142,140,0,no_post_boundary_handoff_frame,,0,8,8,0,0,,0
MOT17-05-FRCNN,103,141,708,u_to_v,103,141,0,no_post_boundary_handoff_frame,,0,12,12,0,0,,0
MOT17-05-FRCNN,103,141,708,v_to_u,141,103,1,,709.0,100,12,12,0,1049,2.044569247948,0
MOT17-05-FRCNN,110,141,708,u_to_v,110,141,0,no_post_boundary_handoff_frame,,0,12,12,0,0,,0
MOT17-05-FRCNN,110,141,708,v_to_u,141,110,1,,709.0,33,12,12,0,1050,2.339753645255,0
MOT17-05-FRCNN,118,141,708,u_to_v,118,141,0,no_post_boundary_handoff_frame,,0,12,12,0,0,,0
MOT17-05-FRCNN,118,141,708,v_to_u,141,118,1,,709.0,129,12,12,0,1051,1.021296322615,0
MOT17-05-FRCNN,132,141,708,u_to_v,132,141,0,no_post_boundary_handoff_frame,,0,12,12,0,0,,0
MOT17-05-FRCNN,132,141,708,v_to_u,141,132,1,,709.0,127,12,12,0,1052,2.00573911996,0
MOT17-05-FRCNN,137,141,708,u_to_v,137,141,0,no_post_boundary_handoff_frame,,0,12,12,0,0,,0
MOT17-05-FRCNN,137,141,708,v_to_u,141,137,1,,709.0,2,12,12,0,1053,2.798966835097,0
MOT17-05-FRCNN,141,142,708,u_to_v,141,142,1,,709.0,8,9,9,125,1054,0.550046333933,1
MOT17-05-FRCNN,141,142,708,v_to_u,142,141,0,no_post_boundary_handoff_frame,,0,9,9,0,0,,0
MOT17-05-FRCNN,103,137,710,u_to_v,103,137,0,no_post_boundary_handoff_frame,,0,24,24,0,0,,0
MOT17-05-FRCNN,103,137,710,v_to_u,137,103,1,,711.0,98,24,24,0,1055,0.458895674848,0
MOT17-05-FRCNN,110,137,710,u_to_v,110,137,0,no_post_boundary_handoff_frame,,0,24,24,0,0,,0
MOT17-05-FRCNN,110,137,710,v_to_u,137,110,1,,711.0,31,24,24,0,1056,1.577005893025,0
MOT17-05-FRCNN,118,137,710,u_to_v,118,137,0,no_post_boundary_handoff_frame,,0,24,24,0,0,,0
MOT17-05-FRCNN,118,137,710,v_to_u,137,118,1,,711.0,127,24,24,0,1057,1.340887086595,0
MOT17-05-FRCNN,132,137,710,u_to_v,132,137,0,no_post_boundary_handoff_frame,,0,24,24,0,0,,0
MOT17-05-FRCNN,132,137,710,v_to_u,137,132,1,,711.0,125,24,24,126,1058,0.69222419948,1
MOT17-05-FRCNN,137,142,710,u_to_v,137,142,1,,711.0,6,11,11,0,1059,2.223892716697,0
MOT17-05-FRCNN,137,142,710,v_to_u,142,137,0,no_post_boundary_handoff_frame,,0,11,11,0,0,,0
MOT17-05-FRCNN,137,144,710,u_to_v,137,144,1,,711.0,19,1,1,0,1060,2.644206675945,0
MOT17-05-FRCNN,137,144,710,v_to_u,144,137,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,103,142,716,u_to_v,103,142,0,no_post_boundary_handoff_frame,,0,17,17,0,0,,0
MOT17-05-FRCNN,103,142,716,v_to_u,142,103,1,,717.0,92,17,17,0,1061,1.410659335359,0
MOT17-05-FRCNN,110,142,716,u_to_v,110,142,0,no_post_boundary_handoff_frame,,0,17,17,0,0,,0
MOT17-05-FRCNN,110,142,716,v_to_u,142,110,1,,717.0,25,17,17,0,1062,2.269641996313,0
MOT17-05-FRCNN,118,142,716,u_to_v,118,142,0,no_post_boundary_handoff_frame,,0,17,17,0,0,,0
MOT17-05-FRCNN,118,142,716,v_to_u,142,118,1,,717.0,121,17,17,0,1063,0.889779137292,0
MOT17-05-FRCNN,132,142,716,u_to_v,132,142,0,no_post_boundary_handoff_frame,,0,17,17,0,0,,0
MOT17-05-FRCNN,132,142,716,v_to_u,142,132,1,,717.0,119,17,17,0,1064,1.751033405224,0
MOT17-05-FRCNN,142,144,716,u_to_v,142,144,1,,717.0,13,7,7,0,1065,0.71135674852,0
MOT17-05-FRCNN,142,144,716,v_to_u,144,142,0,no_post_boundary_handoff_frame,,0,7,7,0,0,,0
MOT17-05-FRCNN,142,145,716,u_to_v,142,145,1,,717.0,17,4,4,0,1066,2.340526765181,0
MOT17-05-FRCNN,142,145,716,v_to_u,145,142,0,no_post_boundary_handoff_frame,,0,4,4,0,0,,0
MOT17-05-FRCNN,142,146,716,u_to_v,142,146,1,,717.0,2,2,2,0,1067,2.217949886302,0
MOT17-05-FRCNN,142,146,716,v_to_u,146,142,0,no_post_boundary_handoff_frame,,0,2,2,0,0,,0
MOT17-05-FRCNN,103,146,718,u_to_v,103,146,0,no_post_boundary_handoff_frame,,0,4,4,0,0,,0
MOT17-05-FRCNN,103,146,718,v_to_u,146,103,1,,719.0,90,4,4,127,1068,0.360515829411,1
MOT17-05-FRCNN,110,146,718,u_to_v,110,146,0,no_post_boundary_handoff_frame,,0,4,4,0,0,,0
MOT17-05-FRCNN,110,146,718,v_to_u,146,110,1,,719.0,23,4,4,0,1069,2.409198887809,0
MOT17-05-FRCNN,118,146,718,u_to_v,118,146,0,no_post_boundary_handoff_frame,,0,4,4,0,0,,0
MOT17-05-FRCNN,118,146,718,v_to_u,146,118,1,,719.0,119,4,4,0,1070,1.551414520617,0
MOT17-05-FRCNN,132,146,718,u_to_v,132,146,0,no_post_boundary_handoff_frame,,0,4,4,0,0,,0
MOT17-05-FRCNN,132,146,718,v_to_u,146,132,1,,719.0,117,4,4,0,1071,1.327792373034,0
MOT17-05-FRCNN,144,146,718,u_to_v,144,146,0,no_post_boundary_handoff_frame,,0,4,4,0,0,,0
MOT17-05-FRCNN,144,146,718,v_to_u,146,144,1,,719.0,11,4,4,0,1072,2.651502774052,0
MOT17-05-FRCNN,145,146,718,u_to_v,145,146,0,no_post_boundary_handoff_frame,,0,4,4,0,0,,0
MOT17-05-FRCNN,145,146,718,v_to_u,146,145,1,,719.0,15,4,4,0,1073,5.939827407038,0
MOT17-05-FRCNN,103,144,729,u_to_v,103,144,0,no_post_boundary_handoff_frame,,0,20,20,0,0,,0
MOT17-05-FRCNN,103,144,729,v_to_u,144,103,1,,730.0,79,20,20,0,1074,1.685233270996,0
MOT17-05-FRCNN,110,144,729,u_to_v,110,144,0,no_post_boundary_handoff_frame,,0,20,20,0,0,,0
MOT17-05-FRCNN,110,144,729,v_to_u,144,110,1,,730.0,12,20,20,0,1075,2.654017984883,0
MOT17-05-FRCNN,118,144,729,u_to_v,118,144,0,no_post_boundary_handoff_frame,,0,20,20,0,0,,0
MOT17-05-FRCNN,118,144,729,v_to_u,144,118,1,,730.0,108,20,20,128,1076,1.019667095923,1
MOT17-05-FRCNN,132,144,729,u_to_v,132,144,0,no_post_boundary_handoff_frame,,0,20,20,0,0,,0
MOT17-05-FRCNN,132,144,729,v_to_u,144,132,1,,730.0,106,20,20,0,1077,1.885022180626,0
MOT17-05-FRCNN,144,145,729,u_to_v,144,145,1,,730.0,4,17,17,0,1078,2.517285530433,0
MOT17-05-FRCNN,144,145,729,v_to_u,145,144,0,no_post_boundary_handoff_frame,,0,17,17,0,0,,0
MOT17-05-FRCNN,144,147,729,u_to_v,144,147,1,,730.0,58,9,9,0,1079,2.350541488218,0
MOT17-05-FRCNN,144,147,729,v_to_u,147,144,0,no_post_boundary_handoff_frame,,0,9,9,0,0,,0
MOT17-05-FRCNN,144,148,729,u_to_v,144,148,1,,730.0,17,9,9,0,1080,1.647280482543,0
MOT17-05-FRCNN,144,148,729,v_to_u,148,144,0,no_post_boundary_handoff_frame,,0,9,9,0,0,,0
MOT17-05-FRCNN,144,149,729,u_to_v,144,149,1,,730.0,7,9,9,0,1081,2.362996048337,0
MOT17-05-FRCNN,144,149,729,v_to_u,149,144,0,no_post_boundary_handoff_frame,,0,9,9,0,0,,0
MOT17-05-FRCNN,103,150,731,u_to_v,103,150,0,no_post_boundary_handoff_frame,,0,2,2,0,0,,0
MOT17-05-FRCNN,103,150,731,v_to_u,150,103,1,,732.0,77,2,2,0,1082,4.289262683774,0
MOT17-05-FRCNN,110,150,731,u_to_v,110,150,0,no_post_boundary_handoff_frame,,0,2,2,0,0,,0
MOT17-05-FRCNN,110,150,731,v_to_u,150,110,1,,732.0,10,2,2,0,1083,4.463876867439,0
MOT17-05-FRCNN,118,150,731,u_to_v,118,150,0,no_post_boundary_handoff_frame,,0,2,2,0,0,,0
MOT17-05-FRCNN,118,150,731,v_to_u,150,118,1,,732.0,106,2,2,0,1084,1.896106338755,0
MOT17-05-FRCNN,132,150,731,u_to_v,132,150,0,no_post_boundary_handoff_frame,,0,2,2,0,0,,0
MOT17-05-FRCNN,132,150,731,v_to_u,150,132,1,,732.0,104,2,2,0,1085,3.976761917572,0
MOT17-05-FRCNN,145,150,731,u_to_v,145,150,0,no_post_boundary_handoff_frame,,0,2,2,0,0,,0
MOT17-05-FRCNN,145,150,731,v_to_u,150,145,1,,732.0,2,2,2,0,1086,0.91683908708,0
MOT17-05-FRCNN,147,150,731,u_to_v,147,150,0,no_post_boundary_handoff_frame,,0,2,2,0,0,,0
MOT17-05-FRCNN,147,150,731,v_to_u,150,147,1,,732.0,56,2,2,0,1087,3.626467890215,0
MOT17-05-FRCNN,148,150,731,u_to_v,148,150,0,no_post_boundary_handoff_frame,,0,2,2,0,0,,0
MOT17-05-FRCNN,148,150,731,v_to_u,150,148,1,,732.0,15,2,2,0,1088,0.780064517854,0
MOT17-05-FRCNN,149,150,731,u_to_v,149,150,0,no_post_boundary_handoff_frame,,0,2,2,0,0,,0
MOT17-05-FRCNN,149,150,731,v_to_u,150,149,1,,732.0,5,2,2,129,1089,0.351578959322,1
MOT17-05-FRCNN,103,145,733,u_to_v,103,145,0,no_post_boundary_handoff_frame,,0,21,21,0,0,,0
MOT17-05-FRCNN,103,145,733,v_to_u,145,103,1,,734.0,75,21,21,0,1090,3.785458665917,0
MOT17-05-FRCNN,110,145,733,u_to_v,110,145,0,no_post_boundary_handoff_frame,,0,21,21,0,0,,0
MOT17-05-FRCNN,110,145,733,v_to_u,145,110,1,,734.0,8,21,21,0,1091,3.649643319475,0
MOT17-05-FRCNN,118,145,733,u_to_v,118,145,0,no_post_boundary_handoff_frame,,0,21,21,0,0,,0
MOT17-05-FRCNN,118,145,733,v_to_u,145,118,1,,734.0,104,21,21,0,1092,1.479506546198,0
MOT17-05-FRCNN,132,145,733,u_to_v,132,145,0,no_post_boundary_handoff_frame,,0,21,21,0,0,,0
MOT17-05-FRCNN,132,145,733,v_to_u,145,132,1,,734.0,102,21,21,0,1093,3.304964825448,0
MOT17-05-FRCNN,145,147,733,u_to_v,145,147,1,,734.0,54,13,13,0,1094,2.812446126632,0
MOT17-05-FRCNN,145,147,733,v_to_u,147,145,0,no_post_boundary_handoff_frame,,0,13,13,0,0,,0
MOT17-05-FRCNN,145,148,733,u_to_v,145,148,1,,734.0,13,13,13,0,1095,1.465422449729,0
MOT17-05-FRCNN,145,148,733,v_to_u,148,145,0,no_post_boundary_handoff_frame,,0,13,13,0,0,,0
MOT17-05-FRCNN,145,149,733,u_to_v,145,149,1,,734.0,3,13,13,0,1096,0.592624123128,0
MOT17-05-FRCNN,145,149,733,v_to_u,149,145,0,no_post_boundary_handoff_frame,,0,13,13,0,0,,0
MOT17-05-FRCNN,145,151,733,u_to_v,145,151,1,,734.0,21,1,1,130,1097,0.671203022186,1
MOT17-05-FRCNN,145,151,733,v_to_u,151,145,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,145,152,733,u_to_v,145,152,1,,734.0,42,1,1,0,1098,2.153484803501,0
MOT17-05-FRCNN,145,152,733,v_to_u,152,145,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,103,149,736,u_to_v,103,149,0,no_post_boundary_handoff_frame,,0,16,16,0,0,,0
MOT17-05-FRCNN,103,149,736,v_to_u,149,103,1,,737.0,72,16,16,0,1099,3.997645834329,0
MOT17-05-FRCNN,110,149,736,u_to_v,110,149,0,no_post_boundary_handoff_frame,,0,16,16,0,0,,0
MOT17-05-FRCNN,110,149,736,v_to_u,149,110,1,,737.0,5,16,16,0,1100,4.086976974384,0
MOT17-05-FRCNN,118,149,736,u_to_v,118,149,0,no_post_boundary_handoff_frame,,0,16,16,0,0,,0
MOT17-05-FRCNN,118,149,736,v_to_u,149,118,1,,737.0,101,16,16,0,1101,1.613206928507,0
MOT17-05-FRCNN,132,149,736,u_to_v,132,149,0,no_post_boundary_handoff_frame,,0,16,16,0,0,,0
MOT17-05-FRCNN,132,149,736,v_to_u,149,132,1,,737.0,99,16,16,0,1102,3.561034686402,0
MOT17-05-FRCNN,147,149,736,u_to_v,147,149,0,no_post_boundary_handoff_frame,,0,16,16,0,0,,0
MOT17-05-FRCNN,147,149,736,v_to_u,149,147,1,,737.0,51,16,16,0,1103,3.1380868861,0
MOT17-05-FRCNN,148,149,736,u_to_v,148,149,0,no_post_boundary_handoff_frame,,0,16,16,0,0,,0
MOT17-05-FRCNN,148,149,736,v_to_u,149,148,1,,737.0,10,16,16,0,1104,1.224306741113,0
MOT17-05-FRCNN,149,151,736,u_to_v,149,151,1,,737.0,18,4,4,0,1105,0.740120746416,0
MOT17-05-FRCNN,149,151,736,v_to_u,151,149,0,no_post_boundary_handoff_frame,,0,4,4,0,0,,0
MOT17-05-FRCNN,149,152,736,u_to_v,149,152,1,,737.0,39,4,4,0,1106,2.503817552763,0
MOT17-05-FRCNN,149,152,736,v_to_u,152,149,0,no_post_boundary_handoff_frame,,0,4,4,0,0,,0
MOT17-05-FRCNN,103,110,741,u_to_v,103,110,0,no_post_boundary_handoff_frame,,0,236,236,0,0,,0
MOT17-05-FRCNN,103,110,741,v_to_u,110,103,1,,742.0,67,236,236,0,1107,1.598302683485,0
MOT17-05-FRCNN,110,118,741,u_to_v,110,118,1,,742.0,96,189,189,0,1108,1.451925034576,0
MOT17-05-FRCNN,110,118,741,v_to_u,118,110,0,no_post_boundary_handoff_frame,,0,189,189,0,0,,0
MOT17-05-FRCNN,110,132,741,u_to_v,110,132,1,,742.0,94,86,86,131,1109,0.539439915427,1
MOT17-05-FRCNN,110,132,741,v_to_u,132,110,0,no_post_boundary_handoff_frame,,0,86,86,0,0,,0
MOT17-05-FRCNN,110,147,741,u_to_v,110,147,1,,742.0,46,21,21,0,1110,0.62131647917,0
MOT17-05-FRCNN,110,147,741,v_to_u,147,110,0,no_post_boundary_handoff_frame,,0,21,21,0,0,,0
MOT17-05-FRCNN,110,148,741,u_to_v,110,148,1,,742.0,5,21,21,0,1111,4.164238259318,0
MOT17-05-FRCNN,110,148,741,v_to_u,148,110,0,no_post_boundary_handoff_frame,,0,21,21,0,0,,0
MOT17-05-FRCNN,110,151,741,u_to_v,110,151,1,,742.0,13,9,9,0,1112,2.277380120232,0
MOT17-05-FRCNN,110,151,741,v_to_u,151,110,0,no_post_boundary_handoff_frame,,0,9,9,0,0,,0
MOT17-05-FRCNN,110,152,741,u_to_v,110,152,1,,742.0,34,9,9,132,1113,1.089478652218,1
MOT17-05-FRCNN,110,152,741,v_to_u,152,110,0,no_post_boundary_handoff_frame,,0,9,9,0,0,,0
MOT17-05-FRCNN,103,153,743,u_to_v,103,153,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,103,153,743,v_to_u,153,103,1,,744.0,65,1,1,0,1114,4.388322269948,0
MOT17-05-FRCNN,118,153,743,u_to_v,118,153,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,118,153,743,v_to_u,153,118,1,,744.0,94,1,1,0,1115,2.521892041877,0
MOT17-05-FRCNN,132,153,743,u_to_v,132,153,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,132,153,743,v_to_u,153,132,1,,744.0,92,1,1,0,1116,4.369569332444,0
MOT17-05-FRCNN,147,153,743,u_to_v,147,153,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,147,153,743,v_to_u,153,147,1,,744.0,44,1,1,0,1117,4.653875282449,0
MOT17-05-FRCNN,148,153,743,u_to_v,148,153,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,148,153,743,v_to_u,153,148,1,,744.0,3,1,1,133,1118,0.58807666238,1
MOT17-05-FRCNN,151,153,743,u_to_v,151,153,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,151,153,743,v_to_u,153,151,1,,744.0,11,1,1,0,1119,1.498297352579,0
MOT17-05-FRCNN,152,153,743,u_to_v,152,153,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,152,153,743,v_to_u,153,152,1,,744.0,32,1,1,0,1120,4.016426031403,0
MOT17-05-FRCNN,103,148,746,u_to_v,103,148,0,no_post_boundary_handoff_frame,,0,26,26,0,0,,0
MOT17-05-FRCNN,103,148,746,v_to_u,148,103,1,,747.0,62,26,26,0,1121,3.452897881685,0
MOT17-05-FRCNN,118,148,746,u_to_v,118,148,0,no_post_boundary_handoff_frame,,0,26,26,0,0,,0
MOT17-05-FRCNN,118,148,746,v_to_u,148,118,1,,747.0,91,26,26,0,1122,1.950210030606,0
MOT17-05-FRCNN,132,148,746,u_to_v,132,148,0,no_post_boundary_handoff_frame,,0,26,26,0,0,,0
MOT17-05-FRCNN,132,148,746,v_to_u,148,132,1,,747.0,89,26,26,0,1123,3.400017982633,0
MOT17-05-FRCNN,147,148,746,u_to_v,147,148,0,no_post_boundary_handoff_frame,,0,26,26,0,0,,0
MOT17-05-FRCNN,147,148,746,v_to_u,148,147,1,,747.0,41,26,26,0,1124,3.633564454465,0
MOT17-05-FRCNN,148,151,746,u_to_v,148,151,1,,747.0,8,14,14,0,1125,0.633509470371,0
MOT17-05-FRCNN,148,151,746,v_to_u,151,148,0,no_post_boundary_handoff_frame,,0,14,14,0,0,,0
MOT17-05-FRCNN,148,152,746,u_to_v,148,152,1,,747.0,29,14,14,0,1126,3.128116805241,0
MOT17-05-FRCNN,148,152,746,v_to_u,152,148,0,no_post_boundary_handoff_frame,,0,14,14,0,0,,0
MOT17-05-FRCNN,148,154,746,u_to_v,148,154,1,,747.0,18,3,3,0,1127,1.588494714732,0
MOT17-05-FRCNN,148,154,746,v_to_u,154,148,0,no_post_boundary_handoff_frame,,0,3,3,0,0,,0
MOT17-05-FRCNN,103,156,751,u_to_v,103,156,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,103,156,751,v_to_u,156,103,1,,752.0,57,1,1,0,1128,3.986590340381,0
MOT17-05-FRCNN,118,156,751,u_to_v,118,156,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,118,156,751,v_to_u,156,118,1,,752.0,86,1,1,0,1129,2.287512378893,0
MOT17-05-FRCNN,132,156,751,u_to_v,132,156,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,132,156,751,v_to_u,156,132,1,,752.0,84,1,1,0,1130,3.915470101675,0
MOT17-05-FRCNN,147,156,751,u_to_v,147,156,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,147,156,751,v_to_u,156,147,1,,752.0,36,1,1,0,1131,4.276564226767,0
MOT17-05-FRCNN,151,156,751,u_to_v,151,156,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,151,156,751,v_to_u,156,151,1,,752.0,3,1,1,0,1132,0.860260161193,0
MOT17-05-FRCNN,152,156,751,u_to_v,152,156,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,152,156,751,v_to_u,156,152,1,,752.0,24,1,1,0,1133,3.562499752997,0
MOT17-05-FRCNN,154,156,751,u_to_v,154,156,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,154,156,751,v_to_u,156,154,1,,752.0,13,1,1,0,1134,1.400739049949,0
MOT17-05-FRCNN,155,156,751,u_to_v,155,156,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,155,156,751,v_to_u,156,155,1,,752.0,40,1,1,134,1135,1.35718875561,1
MOT17-05-FRCNN,103,157,752,u_to_v,103,157,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,103,157,752,v_to_u,157,103,1,,753.0,56,1,1,0,1136,3.922694681602,0
MOT17-05-FRCNN,118,157,752,u_to_v,118,157,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,118,157,752,v_to_u,157,118,1,,753.0,85,1,1,0,1137,2.342613810342,0
MOT17-05-FRCNN,132,157,752,u_to_v,132,157,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,132,157,752,v_to_u,157,132,1,,753.0,83,1,1,0,1138,3.908236403253,0
MOT17-05-FRCNN,147,157,752,u_to_v,147,157,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,147,157,752,v_to_u,157,147,1,,753.0,35,1,1,0,1139,4.39133851519,0
MOT17-05-FRCNN,151,157,752,u_to_v,151,157,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,151,157,752,v_to_u,157,151,1,,753.0,2,1,1,0,1140,0.83811307075,0
MOT17-05-FRCNN,152,157,752,u_to_v,152,157,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,152,157,752,v_to_u,157,152,1,,753.0,23,1,1,0,1141,3.680698567441,0
MOT17-05-FRCNN,154,157,752,u_to_v,154,157,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,154,157,752,v_to_u,157,154,1,,753.0,12,1,1,135,1142,1.411733450323,1
MOT17-05-FRCNN,155,157,752,u_to_v,155,157,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,155,157,752,v_to_u,157,155,1,,753.0,39,1,1,0,1143,1.652895691436,0
MOT17-05-FRCNN,103,151,754,u_to_v,103,151,0,no_post_boundary_handoff_frame,,0,22,22,0,0,,0
MOT17-05-FRCNN,103,151,754,v_to_u,151,103,1,,755.0,54,22,22,0,1144,1.704506102525,0
MOT17-05-FRCNN,118,151,754,u_to_v,118,151,0,no_post_boundary_handoff_frame,,0,22,22,0,0,,0
MOT17-05-FRCNN,118,151,754,v_to_u,151,118,1,,755.0,83,22,22,0,1145,1.347115336557,0
MOT17-05-FRCNN,132,151,754,u_to_v,132,151,0,no_post_boundary_handoff_frame,,0,22,22,0,0,,0
MOT17-05-FRCNN,132,151,754,v_to_u,151,132,1,,755.0,81,22,22,0,1146,2.02198214702,0
MOT17-05-FRCNN,147,151,754,u_to_v,147,151,0,no_post_boundary_handoff_frame,,0,22,22,0,0,,0
MOT17-05-FRCNN,147,151,754,v_to_u,151,147,1,,755.0,33,22,22,0,1147,2.845284452877,0
MOT17-05-FRCNN,151,152,754,u_to_v,151,152,1,,755.0,21,22,22,0,1148,2.50650341994,0
MOT17-05-FRCNN,151,152,754,v_to_u,152,151,0,no_post_boundary_handoff_frame,,0,22,22,0,0,,0
MOT17-05-FRCNN,151,154,754,u_to_v,151,154,1,,755.0,10,11,11,0,1149,0.980842455545,0
MOT17-05-FRCNN,151,154,754,v_to_u,154,151,0,no_post_boundary_handoff_frame,,0,11,11,0,0,,0
MOT17-05-FRCNN,151,155,754,u_to_v,151,155,1,,755.0,37,7,7,0,1150,2.151990202282,0
MOT17-05-FRCNN,151,155,754,v_to_u,155,151,0,no_post_boundary_handoff_frame,,0,7,7,0,0,,0
MOT17-05-FRCNN,151,158,754,u_to_v,151,158,1,,755.0,35,2,2,0,1151,1.452191606393,0
MOT17-05-FRCNN,151,158,754,v_to_u,158,151,0,no_post_boundary_handoff_frame,,0,2,2,0,0,,0
MOT17-05-FRCNN,151,159,754,u_to_v,151,159,1,,755.0,3,1,1,0,1152,1.260255305449,0
MOT17-05-FRCNN,151,159,754,v_to_u,159,151,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,151,160,754,u_to_v,151,160,1,,755.0,9,1,1,0,1153,3.018099636175,0
MOT17-05-FRCNN,151,160,754,v_to_u,160,151,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-05-FRCNN,103,159,757,u_to_v,103,159,0,no_post_boundary_handoff_frame,,0,4,4,0,0,,0
MOT17-05-FRCNN,103,159,757,v_to_u,159,103,1,,758.0,51,4,4,0,1154,3.926489613774,0
MOT17-05-FRCNN,118,159,757,u_to_v,118,159,0,no_post_boundary_handoff_frame,,0,4,4,0,0,,0
MOT17-05-FRCNN,118,159,757,v_to_u,159,118,1,,758.0,80,4,4,0,1155,2.272094880811,0
MOT17-05-FRCNN,132,159,757,u_to_v,132,159,0,no_post_boundary_handoff_frame,,0,4,4,0,0,,0
MOT17-05-FRCNN,132,159,757,v_to_u,159,132,1,,758.0,78,4,4,0,1156,3.682216448654,0
MOT17-05-FRCNN,147,159,757,u_to_v,147,159,0,no_post_boundary_handoff_frame,,0,4,4,0,0,,0
MOT17-05-FRCNN,147,159,757,v_to_u,159,147,1,,758.0,30,4,4,0,1157,4.345480259959,0
MOT17-05-FRCNN,152,159,757,u_to_v,152,159,0,no_post_boundary_handoff_frame,,0,4,4,0,0,,0
