seq,u,v,boundary_frame,transaction_type,donor_raw_tid,receiver_raw_tid,accepted,effective_start_frame,changed_rows,pair_common_frames,pair_common_span,donor_anchor,receiver_anchor,candidate_policy_version,donor_first_frame,donor_last_frame,receiver_first_frame,receiver_last_frame,donor_track_rows,receiver_track_rows,donor_history_rows,receiver_history_rows,handoff_gap,future_receiver_rows,future_receiver_unique_frames,future_receiver_span,future_receiver_density,boundary_center_distance_norm,boundary_bottom_gap_norm,boundary_iou,boundary_log_width_ratio_abs,boundary_log_height_ratio_abs,boundary_donor_score,boundary_receiver_score,canonical_rank,enumeration_rank,candidate_priority,receiver_anchor_count,receiver_anchor_counts,target_rows_with_receiver_anchor,h30_history_donor_rows,h30_history_receiver_rows,h30_receiver_anchor_count,h30_future_rows,h30_history_donor_matched,h30_history_receiver_matched,h30_future_matched,h30_future_match_rate,h30_future_mean_match_iou,h30_donor_dominant_gt,h30_receiver_dominant_gt,h30_future_dominant_gt,h30_donor_gt_purity,h30_receiver_gt_purity,h30_future_gt_purity,h30_future_gt_entropy,h30_future_unique_gt,h30_history_dominant_same_gt,h30_donor_future_support_rows,h30_receiver_future_support_rows,h30_benefit_rows,h30_harm_rows,h30_row_net,h30_donor_minus_receiver_support_frac,h30_donor_same_pairs,h30_donor_different_pairs,h30_receiver_same_pairs,h30_receiver_different_pairs,h30_pairwise_net_pairs,h30_pairwise_affected_pairs,h30_pairwise_net_norm,h30_baseline_local_idtp,h30_edited_local_idtp,h30_idtp_delta,h30_idtp_delta_norm,h30_future_span_frames,h30_future_density,h60_history_donor_rows,h60_history_receiver_rows,h60_receiver_anchor_count,h60_future_rows,h60_history_donor_matched,h60_history_receiver_matched,h60_future_matched,h60_future_match_rate,h60_future_mean_match_iou,h60_donor_dominant_gt,h60_receiver_dominant_gt,h60_future_dominant_gt,h60_donor_gt_purity,h60_receiver_gt_purity,h60_future_gt_purity,h60_future_gt_entropy,h60_future_unique_gt,h60_history_dominant_same_gt,h60_donor_future_support_rows,h60_receiver_future_support_rows,h60_benefit_rows,h60_harm_rows,h60_row_net,h60_donor_minus_receiver_support_frac,h60_donor_same_pairs,h60_donor_different_pairs,h60_receiver_same_pairs,h60_receiver_different_pairs,h60_pairwise_net_pairs,h60_pairwise_affected_pairs,h60_pairwise_net_norm,h60_baseline_local_idtp,h60_edited_local_idtp,h60_idtp_delta,h60_idtp_delta_norm,h60_future_span_frames,h60_future_density,h120_history_donor_rows,h120_history_receiver_rows,h120_receiver_anchor_count,h120_future_rows,h120_history_donor_matched,h120_history_receiver_matched,h120_future_matched,h120_future_match_rate,h120_future_mean_match_iou,h120_donor_dominant_gt,h120_receiver_dominant_gt,h120_future_dominant_gt,h120_donor_gt_purity,h120_receiver_gt_purity,h120_future_gt_purity,h120_future_gt_entropy,h120_future_unique_gt,h120_history_dominant_same_gt,h120_donor_future_support_rows,h120_receiver_future_support_rows,h120_benefit_rows,h120_harm_rows,h120_row_net,h120_donor_minus_receiver_support_frac,h120_donor_same_pairs,h120_donor_different_pairs,h120_receiver_same_pairs,h120_receiver_different_pairs,h120_pairwise_net_pairs,h120_pairwise_affected_pairs,h120_pairwise_net_norm,h120_baseline_local_idtp,h120_edited_local_idtp,h120_idtp_delta,h120_idtp_delta_norm,h120_future_span_frames,h120_future_density,h300_history_donor_rows,h300_history_receiver_rows,h300_receiver_anchor_count,h300_future_rows,h300_history_donor_matched,h300_history_receiver_matched,h300_future_matched,h300_future_match_rate,h300_future_mean_match_iou,h300_donor_dominant_gt,h300_receiver_dominant_gt,h300_future_dominant_gt,h300_donor_gt_purity,h300_receiver_gt_purity,h300_future_gt_purity,h300_future_gt_entropy,h300_future_unique_gt,h300_history_dominant_same_gt,h300_donor_future_support_rows,h300_receiver_future_support_rows,h300_benefit_rows,h300_harm_rows,h300_row_net,h300_donor_minus_receiver_support_frac,h300_donor_same_pairs,h300_donor_different_pairs,h300_receiver_same_pairs,h300_receiver_different_pairs,h300_pairwise_net_pairs,h300_pairwise_affected_pairs,h300_pairwise_net_norm,h300_baseline_local_idtp,h300_edited_local_idtp,h300_idtp_delta,h300_idtp_delta_norm,h300_future_span_frames,h300_future_density,full_history_donor_rows,full_history_receiver_rows,full_receiver_anchor_count,full_future_rows,full_history_donor_matched,full_history_receiver_matched,full_future_matched,full_future_match_rate,full_future_mean_match_iou,full_donor_dominant_gt,full_receiver_dominant_gt,full_future_dominant_gt,full_donor_gt_purity,full_receiver_gt_purity,full_future_gt_purity,full_future_gt_entropy,full_future_unique_gt,full_history_dominant_same_gt,full_donor_future_support_rows,full_receiver_future_support_rows,full_benefit_rows,full_harm_rows,full_row_net,full_donor_minus_receiver_support_frac,full_donor_same_pairs,full_donor_different_pairs,full_receiver_same_pairs,full_receiver_different_pairs,full_pairwise_net_pairs,full_pairwise_affected_pairs,full_pairwise_net_norm,full_baseline_local_idtp,full_edited_local_idtp,full_idtp_delta,full_idtp_delta_norm,full_future_span_frames,full_future_density
MOT17-13-FRCNN,43,53,231,u_to_v,43,53,1,232,109,126,126,43,53,1,67,231,106,340,165,235,165,126,1,109,109,109,1.0,0.185941696536,0.006180924643,0.491313753451,0.041315306964,0.004279098411,-1.0,-1.0,58,1364,0.069217929872,1,"{""53"": 109}",109,30,30,1,30,30,30,30,1.0,0.774246859523,50,51,52,0.966666666667,0.8,1.0,-0.0,1,0,0,0,0,0,0.0,0.0,0,900,180,720,-360,1800,-0.2,65,54,-11,-0.122222222222,30,1.0,60,60,1,60,59,60,60,1.0,0.796272598695,50,51,52,0.508474576271,0.9,1.0,-0.0,1,0,0,0,0,0,0.0,0.0,0,3540,360,3240,-660,7140,-0.09243697479,96,114,18,0.100558659218,60,1.0,120,120,1,109,119,120,108,0.990825688073,0.851752932899,37,51,52,0.739495798319,0.95,1.0,-0.0,1,0,0,0,0,0,0.0,0.0,0,12852,648,12312,-1188,25812,-0.046025104603,202,222,20,0.057636887608,109,1.0,165,126,1,109,164,126,108,0.990825688073,0.851752932899,37,51,52,0.810975609756,0.952380952381,1.0,-0.0,1,0,0,0,0,0,0.0,0.0,0,17712,648,12960,-5400,31320,-0.172413793103,253,253,0,0.0,109,1.0,165,126,1,109,164,126,108,0.990825688073,0.851752932899,37,51,52,0.810975609756,0.952380952381,1.0,-0.0,1,0,0,0,0,0,0.0,0.0,0,17712,648,12960,-5400,31320,-0.172413793103,253,253,0,0.0,109,1.0
MOT17-13-FRCNN,38,40,232,v_to_u,40,38,1,233,78,171,171,40,38,1,62,232,56,310,171,255,171,177,1,78,78,78,1.0,1.534349438138,0.171636676211,0.0,0.163441798977,0.149078264468,-1.0,-1.0,59,1377,1.608510613536,1,"{""38"": 78}",78,30,30,1,30,25,30,30,1.0,0.866817437213,159,168,168,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,750,900,0,-1650,1650,-1.0,85,55,-30,-0.352941176471,30,1.0,60,60,1,60,53,60,60,1.0,0.868346630258,158,168,168,0.528301886792,0.55,1.0,-0.0,1,0,0,60,0,60,-1.0,-1.0,0,3180,1980,1620,-3540,6780,-0.522123893805,121,87,-34,-0.196531791908,60,1.0,120,120,1,78,111,120,74,0.948717948718,0.851882820321,64,62,168,0.495495495495,0.725,1.0,-0.0,1,0,0,0,0,0,0.0,0.0,0,8214,2442,6438,-4218,17094,-0.246753246753,162,161,-1,-0.003278688525,78,1.0,171,177,1,78,161,175,74,0.948717948718,0.851882820321,64,62,168,0.652173913043,0.811428571429,1.0,-0.0,1,0,0,0,0,0,0.0,0.0,0,11914,2442,10508,-3848,24864,-0.154761904762,247,247,0,0.0,78,1.0,171,177,1,78,161,175,74,0.948717948718,0.851882820321,64,62,168,0.652173913043,0.811428571429,1.0,-0.0,1,0,0,0,0,0,0.0,0.0,0,11914,2442,10508,-3848,24864,-0.154761904762,247,247,0,0.0,78,1.0
MOT17-13-FRCNN,6,9,243,u_to_v,6,9,1,244,51,243,243,6,9,1,1,243,1,294,243,294,243,243,1,51,51,51,1.0,5.886967926679,0.139384079962,0.0,0.094261254856,0.153499279856,-1.0,-1.0,60,1403,5.946590000141,1,"{""9"": 51}",51,30,30,1,30,30,30,30,1.0,0.889103273835,4,7,7,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,900,900,0,-1800,1800,-1.0,90,60,-30,-0.333333333333,30,1.0,60,60,1,51,60,60,50,0.980392156863,0.868546386135,4,7,7,1.0,1.0,1.0,-0.0,1,0,0,50,0,50,-1.0,-1.0,0,3000,3000,0,-6000,6000,-1.0,170,120,-50,-0.294117647059,51,1.0,120,120,1,51,120,120,50,0.980392156863,0.868546386135,4,7,7,1.0,1.0,1.0,-0.0,1,0,0,50,0,50,-1.0,-1.0,0,6000,6000,0,-12000,12000,-1.0,290,240,-50,-0.172413793103,51,1.0,243,243,1,51,242,243,50,0.980392156863,0.868546386135,4,7,7,1.0,1.0,1.0,-0.0,1,0,0,50,0,50,-1.0,-1.0,0,12100,12150,0,-24250,24250,-1.0,535,485,-50,-0.093457943925,51,1.0,243,243,1,51,242,243,50,0.980392156863,0.868546386135,4,7,7,1.0,1.0,1.0,-0.0,1,0,0,50,0,50,-1.0,-1.0,0,12100,12150,0,-24250,24250,-1.0,535,485,-50,-0.093457943925,51,1.0
MOT17-13-FRCNN,51,67,246,u_to_v,51,67,1,247,9,83,83,51,67,1,100,246,164,255,128,92,128,83,1,9,9,9,1.0,0.598263382623,0.077892674255,0.016286815106,0.095894007786,0.028640490825,-1.0,-1.0,61,1426,0.626118297271,1,"{""67"": 9}",9,30,30,1,9,29,30,7,0.777777777778,0.741285556471,72,150,150,1.0,1.0,1.0,-0.0,1,0,0,7,0,7,-1.0,-1.0,0,203,210,0,-413,413,-1.0,66,59,-7,-0.106060606061,9,1.0,60,60,1,9,59,60,7,0.777777777778,0.741285556471,72,150,150,1.0,1.0,1.0,-0.0,1,0,0,7,0,7,-1.0,-1.0,0,413,420,0,-833,833,-1.0,126,119,-7,-0.055555555556,9,1.0,114,83,1,9,108,83,7,0.777777777778,0.741285556471,72,150,150,0.787037037037,1.0,1.0,-0.0,1,0,0,7,0,7,-1.0,-1.0,0,756,581,0,-1337,1337,-1.0,175,168,-7,-0.035353535354,9,1.0,128,83,1,9,120,83,7,0.777777777778,0.741285556471,72,150,150,0.708333333333,1.0,1.0,-0.0,1,0,0,7,0,7,-1.0,-1.0,0,840,581,0,-1421,1421,-1.0,175,168,-7,-0.033333333333,9,1.0,128,83,1,9,120,83,7,0.777777777778,0.741285556471,72,150,150,0.708333333333,1.0,1.0,-0.0,1,0,0,7,0,7,-1.0,-1.0,0,840,581,0,-1421,1421,-1.0,175,168,-7,-0.033333333333,9,1.0
MOT17-13-FRCNN,38,67,255,v_to_u,67,38,1,256,55,92,92,67,38,1,164,255,56,310,92,255,92,200,1,55,55,55,1.0,2.865475251083,0.064999496351,0.0,0.068069083892,0.119664503756,-1.0,-1.0,62,1437,2.900498483935,1,"{""38"": 55}",55,30,30,1,30,28,30,30,1.0,0.889851451778,150,168,168,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,840,900,0,-1740,1740,-1.0,88,58,-30,-0.340909090909,30,1.0,60,60,1,55,58,60,51,0.927272727273,0.853375980262,150,168,168,1.0,0.933333333333,1.0,-0.0,1,0,0,51,0,51,-1.0,-1.0,0,2958,2856,204,-5610,6018,-0.932203389831,165,114,-51,-0.301775147929,55,1.0,92,120,1,55,90,120,51,0.927272727273,0.853375980262,150,62,168,1.0,0.533333333333,1.0,-0.0,1,0,0,0,0,0,0.0,0.0,0,4590,2856,3264,-4182,10710,-0.390476190476,197,154,-43,-0.164750957854,55,1.0,92,200,1,55,90,198,51,0.927272727273,0.853375980262,150,62,168,1.0,0.717171717172,1.0,-0.0,1,0,0,0,0,0,0.0,0.0,0,4590,2856,7242,-204,14688,-0.013888888889,232,232,0,0.0,55,1.0,92,200,1,55,90,198,51,0.927272727273,0.853375980262,150,62,168,1.0,0.717171717172,1.0,-0.0,1,0,0,0,0,0,0.0,0.0,0,4590,2856,7242,-204,14688,-0.013888888889,232,232,0,0.0,55,1.0
MOT17-13-FRCNN,66,67,255,v_to_u,67,66,1,256,32,92,92,67,66,1,164,255,161,287,92,127,92,95,1,32,32,32,1.0,1.566901894852,0.225450281172,0.0,0.207870391694,0.176418921632,-1.0,-1.0,63,1439,1.661693396477,1,"{""66"": 32}",32,30,30,1,30,28,30,20,0.666666666667,0.827811147984,150,138,138,1.0,1.0,0.5,1.333074293477,5,0,0,10,0,10,-0.5,-0.5,0,560,300,300,-560,1160,-0.48275862069,68,58,-10,-0.128205128205,30,1.0,60,60,1,32,58,51,22,0.6875,0.833156892037,150,138,138,1.0,0.980392156863,0.454545454545,1.39049505859,5,0,0,10,0,10,-0.454545454545,-0.454545454545,0,1276,504,618,-1162,2398,-0.484570475396,118,108,-10,-0.076335877863,32,1.0,92,95,1,32,90,78,22,0.6875,0.833156892037,150,138,138,1.0,0.641025641026,0.454545454545,1.39049505859,5,0,0,10,0,10,-0.454545454545,-0.454545454545,0,1980,570,1146,-1404,3696,-0.37987012987,150,140,-10,-0.052631578947,32,1.0,92,95,1,32,90,78,22,0.6875,0.833156892037,150,138,138,1.0,0.641025641026,0.454545454545,1.39049505859,5,0,0,10,0,10,-0.454545454545,-0.454545454545,0,1980,570,1146,-1404,3696,-0.37987012987,150,140,-10,-0.052631578947,32,1.0,92,95,1,32,90,78,22,0.6875,0.833156892037,150,138,138,1.0,0.641025641026,0.454545454545,1.39049505859,5,0,0,10,0,10,-0.454545454545,-0.454545454545,0,1980,570,1146,-1404,3696,-0.37987012987,150,140,-10,-0.052631578947,32,1.0
MOT17-13-FRCNN,68,70,260,u_to_v,68,70,1,261,158,64,64,68,70,1,179,260,197,418,82,222,82,64,1,158,158,158,1.0,0.861631257543,0.684528659049,0.138143811359,0.480129873149,0.402013717557,-1.0,-1.0,64,1461,1.086441828536,1,"{""70"": 158}",158,30,30,1,30,29,30,26,0.866666666667,0.811084642162,152,133,133,1.0,0.966666666667,1.0,-0.0,1,0,0,26,0,26,-1.0,-1.0,0,754,754,26,-1482,1534,-0.966101694915,84,58,-26,-0.305882352941,30,1.0,60,60,1,60,59,60,56,0.933333333333,0.801715436628,152,133,133,1.0,0.866666666667,0.75,0.562335144619,2,0,0,42,0,42,-0.75,-0.75,0,3304,2184,1176,-4312,6664,-0.647058823529,153,111,-42,-0.24,60,1.0,82,64,1,120,81,64,116,0.966666666667,0.844583984032,152,133,139,1.0,0.84375,0.637931034483,0.65459932158,2,0,0,42,0,42,-0.362068965517,-0.362068965517,0,9396,2268,5156,-6508,16820,-0.386920332937,177,135,-42,-0.16091954023,120,1.0,82,64,1,158,81,64,154,0.974683544304,0.848685139899,152,133,139,1.0,0.84375,0.727272727273,0.585952618304,2,0,0,42,0,42,-0.272727272727,-0.272727272727,0,12474,2268,7588,-7154,22330,-0.320376175549,193,166,-27,-0.090301003344,158,1.0,82,64,1,158,81,64,154,0.974683544304,0.848685139899,152,133,139,1.0,0.84375,0.727272727273,0.585952618304,2,0,0,42,0,42,-0.272727272727,-0.272727272727,0,12474,2268,7588,-7154,22330,-0.320376175549,193,166,-27,-0.090301003344,158,1.0
MOT17-13-FRCNN,70,79,260,v_to_u,79,70,1,261,158,4,4,79,70,1,257,260,197,418,4,222,4,64,1,158,158,158,1.0,0.057380790802,0.003153142808,0.825541139695,0.063354965459,0.003713699395,-1.0,-1.0,65,1466,-0.141509341935,1,"{""70"": 158}",158,4,30,1,30,4,30,26,0.866666666667,0.811084642162,34,133,133,1.0,0.966666666667,1.0,-0.0,1,0,0,26,0,26,-1.0,-1.0,0,104,754,26,-832,884,-0.941176470588,59,33,-26,-0.433333333333,30,1.0,4,60,1,60,4,60,56,0.933333333333,0.801715436628,34,133,133,1.0,0.866666666667,0.75,0.562335144619,2,0,0,42,0,42,-0.75,-0.75,0,224,2184,1176,-1232,3584,-0.34375,98,66,-32,-0.266666666667,60,1.0,4,64,1,120,4,64,116,0.966666666667,0.844583984032,34,133,139,1.0,0.84375,0.637931034483,0.65459932158,2,0,0,42,0,42,-0.362068965517,-0.362068965517,0,464,2268,5156,2424,7888,0.307302231237,100,128,28,0.152173913043,120,1.0,4,64,1,158,4,64,154,0.974683544304,0.848685139899,34,133,139,1.0,0.84375,0.727272727273,0.585952618304,2,0,0,42,0,42,-0.272727272727,-0.272727272727,0,616,2268,7588,4704,10472,0.449197860963,116,166,50,0.225225225225,158,1.0,4,64,1,158,4,64,154,0.974683544304,0.848685139899,34,133,139,1.0,0.84375,0.727272727273,0.585952618304,2,0,0,42,0,42,-0.272727272727,-0.272727272727,0,616,2268,7588,4704,10472,0.449197860963,116,166,50,0.225225225225,158,1.0
MOT17-13-FRCNN,77,83,279,v_to_u,83,77,1,280,72,1,1,83,77,1,279,279,235,351,1,117,1,45,1,72,72,72,1.0,0.462895639869,0.347851292439,0.500752076167,0.157551517855,0.153016493178,-1.0,-1.0,66,1482,0.455727245041,1,"{""77"": 72}",72,1,30,1,30,0,28,18,0.6,0.87045538972,-1,45,143,,1.0,1.0,-0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,504,504,504,1.0,28,46,18,0.391304347826,30,1.0,1,45,1,60,0,43,48,0.8,0.874891328129,-1,45,143,,1.0,1.0,-0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,2064,2064,2064,1.0,48,91,43,0.472527472527,60,1.0,1,45,1,72,0,43,60,0.833333333333,0.871753224482,-1,45,143,,1.0,1.0,-0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,2580,2580,2580,1.0,60,103,43,0.417475728155,72,1.0,1,45,1,72,0,43,60,0.833333333333,0.871753224482,-1,45,143,,1.0,1.0,-0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,2580,2580,2580,1.0,60,103,43,0.417475728155,72,1.0,1,45,1,72,0,43,60,0.833333333333,0.871753224482,-1,45,143,,1.0,1.0,-0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,2580,2580,2580,1.0,60,103,43,0.417475728155,72,1.0
MOT17-13-FRCNN,12,76,286,v_to_u,76,12,1,287,91,60,60,76,12,1,227,286,1,377,60,377,60,286,1,91,91,91,1.0,8.288763533635,2.106446729559,0.0,0.824740512963,1.05524719696,-1.0,-1.0,67,1488,9.003373987017,1,"{""12"": 91}",91,30,30,1,30,22,30,30,1.0,0.9254787992,136,18,18,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,660,900,0,-1560,1560,-1.0,82,52,-30,-0.365853658537,30,1.0,60,60,1,60,50,60,60,1.0,0.912555997456,136,18,18,1.0,1.0,1.0,-0.0,1,0,0,60,0,60,-1.0,-1.0,0,3000,3600,0,-6600,6600,-1.0,170,110,-60,-0.352941176471,60,1.0,60,120,1,91,50,120,88,0.967032967033,0.919415599122,136,18,18,1.0,1.0,1.0,-0.0,1,0,0,88,0,88,-1.0,-1.0,0,4400,10560,0,-14960,14960,-1.0,258,170,-88,-0.341085271318,91,1.0,60,286,1,91,50,286,88,0.967032967033,0.919415599122,136,49,18,1.0,0.503496503497,1.0,-0.0,1,0,0,0,0,0,0.0,0.0,0,4400,12496,12672,-4224,29568,-0.142857142857,280,232,-48,-0.11320754717,91,1.0,60,286,1,91,50,286,88,0.967032967033,0.919415599122,136,49,18,1.0,0.503496503497,1.0,-0.0,1,0,0,0,0,0,0.0,0.0,0,4400,12496,12672,-4224,29568,-0.142857142857,280,232,-48,-0.11320754717,91,1.0
MOT17-13-FRCNN,66,84,287,u_to_v,66,84,1,288,51,3,3,66,84,1,161,287,285,338,127,54,127,3,1,51,51,51,1.0,2.061507355552,0.584973252303,0.0,0.283090394985,0.391606244439,-1.0,-1.0,68,1517,2.27522033257,1,"{""84"": 51}",51,30,3,1,30,20,3,30,1.0,0.851646943253,138,169,169,0.4,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,600,90,0,-690,690,-1.0,41,30,-11,-0.207547169811,30,1.0,60,3,1,51,50,3,49,0.960784313725,0.819644581195,138,169,169,0.76,1.0,1.0,-0.0,1,0,0,49,0,49,-1.0,-1.0,0,2450,147,0,-2597,2597,-1.0,90,49,-41,-0.401960784314,51,1.0,120,3,1,51,93,3,49,0.960784313725,0.819644581195,138,169,169,0.645161290323,1.0,1.0,-0.0,1,0,0,49,0,49,-1.0,-1.0,0,4557,147,0,-4704,4704,-1.0,112,63,-49,-0.337931034483,51,1.0,127,3,1,51,100,3,49,0.960784313725,0.819644581195,138,169,169,0.6,1.0,1.0,-0.0,1,0,0,49,0,49,-1.0,-1.0,0,4900,147,0,-5047,5047,-1.0,112,63,-49,-0.322368421053,51,1.0,127,3,1,51,100,3,49,0.960784313725,0.819644581195,138,169,169,0.6,1.0,1.0,-0.0,1,0,0,49,0,49,-1.0,-1.0,0,4900,147,0,-5047,5047,-1.0,112,63,-49,-0.322368421053,51,1.0
MOT17-13-FRCNN,66,85,287,u_to_v,66,85,1,288,151,1,1,66,85,1,161,287,287,438,127,152,127,1,1,151,151,151,1.0,0.244542822498,0.015670890609,0.390367746756,0.196589528592,0.068236486498,-1.0,-1.0,69,1518,0.177351209971,1,"{""85"": 151}",151,30,1,1,30,20,1,30,1.0,0.779267218363,138,147,147,0.4,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,600,30,0,-630,630,-1.0,39,30,-9,-0.176470588235,30,1.0,60,1,1,60,50,1,60,1.0,0.788632602337,138,147,147,0.76,1.0,1.0,-0.0,1,0,0,60,0,60,-1.0,-1.0,0,3000,60,0,-3060,3060,-1.0,99,60,-39,-0.351351351351,60,1.0,120,1,1,120,93,1,120,1.0,0.830978237338,138,147,147,0.645161290323,1.0,1.0,-0.0,1,0,0,120,0,120,-1.0,-1.0,0,11160,120,0,-11280,11280,-1.0,181,120,-61,-0.285046728972,120,1.0,127,1,1,151,100,1,151,1.0,0.840625569918,138,147,147,0.6,1.0,0.966887417219,0.145400655811,2,0,0,146,0,146,-0.966887417219,-0.966887417219,5,15095,146,5,-15231,15251,-0.998688610583,207,146,-61,-0.242063492063,151,1.0,127,1,1,151,100,1,151,1.0,0.840625569918,138,147,147,0.6,1.0,0.966887417219,0.145400655811,2,0,0,146,0,146,-0.966887417219,-0.966887417219,5,15095,146,5,-15231,15251,-0.998688610583,207,146,-61,-0.242063492063,151,1.0
MOT17-13-FRCNN,9,27,288,v_to_u,27,9,1,289,6,266,266,27,9,1,23,288,1,294,266,294,266,288,1,6,6,6,1.0,0.980795162242,0.552601057911,0.0,0.068849636999,0.243024207887,-1.0,-1.0,70,1519,1.150132811208,1,"{""9"": 6}",6,30,30,1,6,30,30,5,0.833333333333,0.819023223933,33,7,7,1.0,1.0,1.0,-0.0,1,0,0,5,0,5,-1.0,-1.0,0,150,150,0,-300,300,-1.0,65,60,-5,-0.076923076923,6,1.0,60,60,1,6,60,60,5,0.833333333333,0.819023223933,33,7,7,1.0,1.0,1.0,-0.0,1,0,0,5,0,5,-1.0,-1.0,0,300,300,0,-600,600,-1.0,125,120,-5,-0.04,6,1.0,120,120,1,6,120,120,5,0.833333333333,0.819023223933,33,7,7,1.0,1.0,1.0,-0.0,1,0,0,5,0,5,-1.0,-1.0,0,600,600,0,-1200,1200,-1.0,245,240,-5,-0.020408163265,6,1.0,266,288,1,6,266,288,5,0.833333333333,0.819023223933,33,7,7,1.0,1.0,1.0,-0.0,1,0,0,5,0,5,-1.0,-1.0,0,1330,1440,0,-2770,2770,-1.0,559,554,-5,-0.008944543828,6,1.0,266,288,1,6,266,288,5,0.833333333333,0.819023223933,33,7,7,1.0,1.0,1.0,-0.0,1,0,0,5,0,5,-1.0,-1.0,0,1330,1440,0,-2770,2770,-1.0,559,554,-5,-0.008944543828,6,1.0
MOT17-13-FRCNN,27,77,288,u_to_v,27,77,1,289,63,54,54,27,77,1,23,288,235,351,266,117,266,54,1,63,63,63,1.0,5.178670804587,1.58501187775,0.0,0.961332293416,0.955606266211,-1.0,-1.0,71,1527,5.766617629987,1,"{""77"": 63}",63,30,30,1,30,30,19,27,0.9,0.873021974571,33,45,143,1.0,1.0,1.0,-0.0,1,0,0,0,0,0,0.0,0.0,0,810,0,513,-297,1323,-0.224489795918,57,49,-8,-0.105263157895,30,1.0,60,54,1,60,60,43,57,0.95,0.876057147196,33,45,143,1.0,1.0,1.0,-0.0,1,0,0,0,0,0,0.0,0.0,0,3420,0,2451,-969,5871,-0.165048543689,117,103,-14,-0.0875,60,1.0,120,54,1,63,120,43,60,0.952380952381,0.871753224482,33,45,143,1.0,1.0,1.0,-0.0,1,0,0,0,0,0,0.0,0.0,0,7200,0,2580,-4620,9780,-0.472392638037,180,163,-17,-0.076233183857,63,1.0,266,54,1,63,266,43,60,0.952380952381,0.871753224482,33,45,143,1.0,1.0,1.0,-0.0,1,0,0,0,0,0,0.0,0.0,0,15960,0,2580,-13380,18540,-0.721682847896,326,309,-17,-0.046070460705,63,1.0,266,54,1,63,266,43,60,0.952380952381,0.871753224482,33,45,143,1.0,1.0,1.0,-0.0,1,0,0,0,0,0,0.0,0.0,0,15960,0,2580,-13380,18540,-0.721682847896,326,309,-17,-0.046070460705,63,1.0
MOT17-13-FRCNN,86,87,291,u_to_v,86,87,1,292,172,1,1,86,87,1,289,291,291,463,3,173,3,1,1,172,172,172,1.0,1.13565477851,0.572013998328,0.0,0.600426238378,0.397186532473,-1.0,-1.0,72,1549,1.378419555177,1,"{""87"": 172}",172,3,1,1,30,3,1,30,1.0,0.816305794363,139,155,155,1.0,1.0,0.6,0.673011667009,2,0,0,18,0,18,-0.6,-0.6,0,90,18,12,-96,120,-0.8,22,18,-4,-0.117647058824,30,1.0,3,1,1,60,3,1,60,1.0,0.832206253475,139,155,153,1.0,1.0,0.7,0.610864302055,2,0,0,18,0,18,-0.3,-0.3,0,180,18,42,-156,240,-0.65,45,43,-2,-0.03125,60,1.0,3,1,1,120,3,1,120,1.0,0.853321394699,139,155,153,1.0,1.0,0.85,0.422709087806,2,0,0,18,0,18,-0.15,-0.15,0,360,18,102,-276,480,-0.575,105,103,-2,-0.016129032258,120,1.0,3,1,1,172,3,1,169,0.982558139535,0.847262517516,139,155,153,1.0,1.0,0.846153846154,0.524283294197,3,0,0,18,0,18,-0.10650887574,-0.10650887574,0,507,18,151,-374,676,-0.55325443787,146,144,-2,-0.011560693642,172,1.0,3,1,1,172,3,1,169,0.982558139535,0.847262517516,139,155,153,1.0,1.0,0.846153846154,0.524283294197,3,0,0,18,0,18,-0.10650887574,-0.10650887574,0,507,18,151,-374,676,-0.55325443787,146,144,-2,-0.011560693642,172,1.0
