seq,u,v,boundary_frame,transaction_type,donor_raw_tid,receiver_raw_tid,accepted,reject_reason,effective_start_frame,changed_rows,pair_common_frames,pair_common_span,canonical_rank
MOT17-09-FRCNN,30,32,461,u_to_v,30,32,0,no_post_boundary_handoff_frame,,0,105,105,0
MOT17-09-FRCNN,30,32,461,v_to_u,32,30,1,,462.0,10,105,105,280
MOT17-09-FRCNN,31,32,461,u_to_v,31,32,0,no_post_boundary_handoff_frame,,0,105,105,0
MOT17-09-FRCNN,31,32,461,v_to_u,32,31,1,,462.0,64,105,105,281
MOT17-09-FRCNN,32,34,461,u_to_v,32,34,1,,462.0,64,97,97,282
MOT17-09-FRCNN,32,34,461,v_to_u,34,32,0,no_post_boundary_handoff_frame,,0,97,97,0
MOT17-09-FRCNN,32,36,461,u_to_v,32,36,1,,462.0,64,81,81,283
MOT17-09-FRCNN,32,36,461,v_to_u,36,32,0,no_post_boundary_handoff_frame,,0,81,81,0
MOT17-09-FRCNN,32,37,461,u_to_v,32,37,1,,462.0,49,43,43,284
MOT17-09-FRCNN,32,37,461,v_to_u,37,32,0,no_post_boundary_handoff_frame,,0,43,43,0
MOT17-09-FRCNN,32,38,461,u_to_v,32,38,1,,462.0,40,37,37,285
MOT17-09-FRCNN,32,38,461,v_to_u,38,32,0,no_post_boundary_handoff_frame,,0,37,37,0
MOT17-09-FRCNN,32,39,461,u_to_v,32,39,1,,462.0,64,21,21,286
MOT17-09-FRCNN,32,39,461,v_to_u,39,32,0,no_post_boundary_handoff_frame,,0,21,21,0
MOT17-09-FRCNN,32,40,461,u_to_v,32,40,1,,462.0,12,9,9,287
MOT17-09-FRCNN,32,40,461,v_to_u,40,32,0,no_post_boundary_handoff_frame,,0,9,9,0
MOT17-09-FRCNN,4,30,471,u_to_v,4,30,0,no_post_boundary_handoff_frame,,0,177,177,0
MOT17-09-FRCNN,4,30,471,v_to_u,30,4,1,,472.0,54,177,177,288
MOT17-09-FRCNN,20,30,471,u_to_v,20,30,0,no_post_boundary_handoff_frame,,0,177,177,0
MOT17-09-FRCNN,20,30,471,v_to_u,30,20,1,,472.0,54,177,177,289
MOT17-09-FRCNN,23,30,471,u_to_v,23,30,0,no_post_boundary_handoff_frame,,0,177,177,0
MOT17-09-FRCNN,23,30,471,v_to_u,30,23,1,,472.0,16,177,177,290
MOT17-09-FRCNN,30,31,471,u_to_v,30,31,1,,472.0,54,127,127,291
MOT17-09-FRCNN,30,31,471,v_to_u,31,30,0,no_post_boundary_handoff_frame,,0,127,127,0
MOT17-09-FRCNN,30,34,471,u_to_v,30,34,1,,472.0,54,107,107,292
MOT17-09-FRCNN,30,34,471,v_to_u,34,30,0,no_post_boundary_handoff_frame,,0,107,107,0
MOT17-09-FRCNN,30,36,471,u_to_v,30,36,1,,472.0,54,91,91,293
MOT17-09-FRCNN,30,36,471,v_to_u,36,30,0,no_post_boundary_handoff_frame,,0,91,91,0
MOT17-09-FRCNN,30,37,471,u_to_v,30,37,1,,472.0,39,53,53,294
MOT17-09-FRCNN,30,37,471,v_to_u,37,30,0,no_post_boundary_handoff_frame,,0,53,53,0
MOT17-09-FRCNN,30,38,471,u_to_v,30,38,1,,472.0,30,47,47,295
MOT17-09-FRCNN,30,38,471,v_to_u,38,30,0,no_post_boundary_handoff_frame,,0,47,47,0
MOT17-09-FRCNN,30,39,471,u_to_v,30,39,1,,472.0,54,31,31,296
MOT17-09-FRCNN,30,39,471,v_to_u,39,30,0,no_post_boundary_handoff_frame,,0,31,31,0
MOT17-09-FRCNN,30,40,471,u_to_v,30,40,1,,472.0,2,19,19,297
MOT17-09-FRCNN,30,40,471,v_to_u,40,30,0,no_post_boundary_handoff_frame,,0,19,19,0
MOT17-09-FRCNN,30,41,471,u_to_v,30,41,1,,472.0,54,4,4,298
MOT17-09-FRCNN,30,41,471,v_to_u,41,30,0,no_post_boundary_handoff_frame,,0,4,4,0
MOT17-09-FRCNN,4,40,473,u_to_v,4,40,0,no_post_boundary_handoff_frame,,0,21,21,0
MOT17-09-FRCNN,4,40,473,v_to_u,40,4,1,,474.0,52,21,21,299
MOT17-09-FRCNN,20,40,473,u_to_v,20,40,0,no_post_boundary_handoff_frame,,0,21,21,0
MOT17-09-FRCNN,20,40,473,v_to_u,40,20,1,,474.0,52,21,21,300
MOT17-09-FRCNN,23,40,473,u_to_v,23,40,0,no_post_boundary_handoff_frame,,0,21,21,0
MOT17-09-FRCNN,23,40,473,v_to_u,40,23,1,,474.0,14,21,21,301
MOT17-09-FRCNN,31,40,473,u_to_v,31,40,0,no_post_boundary_handoff_frame,,0,21,21,0
MOT17-09-FRCNN,31,40,473,v_to_u,40,31,1,,474.0,52,21,21,302
MOT17-09-FRCNN,34,40,473,u_to_v,34,40,0,no_post_boundary_handoff_frame,,0,21,21,0
MOT17-09-FRCNN,34,40,473,v_to_u,40,34,1,,474.0,52,21,21,303
MOT17-09-FRCNN,36,40,473,u_to_v,36,40,0,no_post_boundary_handoff_frame,,0,21,21,0
MOT17-09-FRCNN,36,40,473,v_to_u,40,36,1,,474.0,52,21,21,304
MOT17-09-FRCNN,37,40,473,u_to_v,37,40,0,no_post_boundary_handoff_frame,,0,21,21,0
MOT17-09-FRCNN,37,40,473,v_to_u,40,37,1,,474.0,37,21,21,305
MOT17-09-FRCNN,38,40,473,u_to_v,38,40,0,no_post_boundary_handoff_frame,,0,21,21,0
MOT17-09-FRCNN,38,40,473,v_to_u,40,38,1,,474.0,28,21,21,306
MOT17-09-FRCNN,39,40,473,u_to_v,39,40,0,no_post_boundary_handoff_frame,,0,21,21,0
MOT17-09-FRCNN,39,40,473,v_to_u,40,39,1,,474.0,52,21,21,307
MOT17-09-FRCNN,40,41,473,u_to_v,40,41,1,,474.0,52,6,6,308
MOT17-09-FRCNN,40,41,473,v_to_u,41,40,0,no_post_boundary_handoff_frame,,0,6,6,0
MOT17-09-FRCNN,4,23,487,u_to_v,4,23,0,no_post_boundary_handoff_frame,,0,269,269,0
MOT17-09-FRCNN,4,23,487,v_to_u,23,4,1,,488.0,38,269,269,309
MOT17-09-FRCNN,20,23,487,u_to_v,20,23,0,no_post_boundary_handoff_frame,,0,269,269,0
MOT17-09-FRCNN,20,23,487,v_to_u,23,20,1,,488.0,38,269,269,310
MOT17-09-FRCNN,23,31,487,u_to_v,23,31,1,,488.0,38,143,143,311
MOT17-09-FRCNN,23,31,487,v_to_u,31,23,0,no_post_boundary_handoff_frame,,0,143,143,0
MOT17-09-FRCNN,23,34,487,u_to_v,23,34,1,,488.0,38,123,123,312
MOT17-09-FRCNN,23,34,487,v_to_u,34,23,0,no_post_boundary_handoff_frame,,0,123,123,0
MOT17-09-FRCNN,23,36,487,u_to_v,23,36,1,,488.0,38,107,107,313
MOT17-09-FRCNN,23,36,487,v_to_u,36,23,0,no_post_boundary_handoff_frame,,0,107,107,0
MOT17-09-FRCNN,23,37,487,u_to_v,23,37,1,,488.0,23,69,69,314
MOT17-09-FRCNN,23,37,487,v_to_u,37,23,0,no_post_boundary_handoff_frame,,0,69,69,0
MOT17-09-FRCNN,23,38,487,u_to_v,23,38,1,,488.0,14,63,63,315
MOT17-09-FRCNN,23,38,487,v_to_u,38,23,0,no_post_boundary_handoff_frame,,0,63,63,0
MOT17-09-FRCNN,23,39,487,u_to_v,23,39,1,,488.0,38,47,47,316
MOT17-09-FRCNN,23,39,487,v_to_u,39,23,0,no_post_boundary_handoff_frame,,0,47,47,0
MOT17-09-FRCNN,23,41,487,u_to_v,23,41,1,,488.0,38,20,20,317
MOT17-09-FRCNN,23,41,487,v_to_u,41,23,0,no_post_boundary_handoff_frame,,0,20,20,0
MOT17-09-FRCNN,23,42,487,u_to_v,23,42,1,,488.0,38,5,5,318
MOT17-09-FRCNN,23,42,487,v_to_u,42,23,0,no_post_boundary_handoff_frame,,0,5,5,0
MOT17-09-FRCNN,4,38,501,u_to_v,4,38,0,no_post_boundary_handoff_frame,,0,77,77,0
MOT17-09-FRCNN,4,38,501,v_to_u,38,4,1,,502.0,24,77,77,319
MOT17-09-FRCNN,20,38,501,u_to_v,20,38,0,no_post_boundary_handoff_frame,,0,77,77,0
MOT17-09-FRCNN,20,38,501,v_to_u,38,20,1,,502.0,24,77,77,320
MOT17-09-FRCNN,31,38,501,u_to_v,31,38,0,no_post_boundary_handoff_frame,,0,77,77,0
MOT17-09-FRCNN,31,38,501,v_to_u,38,31,1,,502.0,24,77,77,321
MOT17-09-FRCNN,34,38,501,u_to_v,34,38,0,no_post_boundary_handoff_frame,,0,77,77,0
MOT17-09-FRCNN,34,38,501,v_to_u,38,34,1,,502.0,24,77,77,322
MOT17-09-FRCNN,36,38,501,u_to_v,36,38,0,no_post_boundary_handoff_frame,,0,77,77,0
MOT17-09-FRCNN,36,38,501,v_to_u,38,36,1,,502.0,24,77,77,323
MOT17-09-FRCNN,37,38,501,u_to_v,37,38,0,no_post_boundary_handoff_frame,,0,77,77,0
MOT17-09-FRCNN,37,38,501,v_to_u,38,37,1,,502.0,9,77,77,324
MOT17-09-FRCNN,38,39,501,u_to_v,38,39,1,,502.0,24,61,61,325
MOT17-09-FRCNN,38,39,501,v_to_u,39,38,0,no_post_boundary_handoff_frame,,0,61,61,0
MOT17-09-FRCNN,38,41,501,u_to_v,38,41,1,,502.0,24,34,34,326
MOT17-09-FRCNN,38,41,501,v_to_u,41,38,0,no_post_boundary_handoff_frame,,0,34,34,0
MOT17-09-FRCNN,38,42,501,u_to_v,38,42,1,,502.0,24,19,19,327
MOT17-09-FRCNN,38,42,501,v_to_u,42,38,0,no_post_boundary_handoff_frame,,0,19,19,0
MOT17-09-FRCNN,4,43,504,u_to_v,4,43,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,4,43,504,v_to_u,43,4,1,,505.0,21,1,1,328
MOT17-09-FRCNN,20,43,504,u_to_v,20,43,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,20,43,504,v_to_u,43,20,1,,505.0,21,1,1,329
MOT17-09-FRCNN,31,43,504,u_to_v,31,43,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,31,43,504,v_to_u,43,31,1,,505.0,21,1,1,330
MOT17-09-FRCNN,34,43,504,u_to_v,34,43,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,34,43,504,v_to_u,43,34,1,,505.0,21,1,1,331
MOT17-09-FRCNN,36,43,504,u_to_v,36,43,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,36,43,504,v_to_u,43,36,1,,505.0,21,1,1,332
MOT17-09-FRCNN,37,43,504,u_to_v,37,43,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,37,43,504,v_to_u,43,37,1,,505.0,6,1,1,333
MOT17-09-FRCNN,39,43,504,u_to_v,39,43,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,39,43,504,v_to_u,43,39,1,,505.0,21,1,1,334
MOT17-09-FRCNN,41,43,504,u_to_v,41,43,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,41,43,504,v_to_u,43,41,1,,505.0,21,1,1,335
MOT17-09-FRCNN,42,43,504,u_to_v,42,43,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,42,43,504,v_to_u,43,42,1,,505.0,21,1,1,336
MOT17-09-FRCNN,4,37,510,u_to_v,4,37,0,no_post_boundary_handoff_frame,,0,92,92,0
MOT17-09-FRCNN,4,37,510,v_to_u,37,4,1,,511.0,15,92,92,337
MOT17-09-FRCNN,20,37,510,u_to_v,20,37,0,no_post_boundary_handoff_frame,,0,92,92,0
MOT17-09-FRCNN,20,37,510,v_to_u,37,20,1,,511.0,15,92,92,338
MOT17-09-FRCNN,31,37,510,u_to_v,31,37,0,no_post_boundary_handoff_frame,,0,92,92,0
MOT17-09-FRCNN,31,37,510,v_to_u,37,31,1,,511.0,15,92,92,339
MOT17-09-FRCNN,34,37,510,u_to_v,34,37,0,no_post_boundary_handoff_frame,,0,92,92,0
MOT17-09-FRCNN,34,37,510,v_to_u,37,34,1,,511.0,15,92,92,340
MOT17-09-FRCNN,36,37,510,u_to_v,36,37,0,no_post_boundary_handoff_frame,,0,92,92,0
MOT17-09-FRCNN,36,37,510,v_to_u,37,36,1,,511.0,15,92,92,341
MOT17-09-FRCNN,37,39,510,u_to_v,37,39,1,,511.0,15,70,70,342
MOT17-09-FRCNN,37,39,510,v_to_u,39,37,0,no_post_boundary_handoff_frame,,0,70,70,0
MOT17-09-FRCNN,37,41,510,u_to_v,37,41,1,,511.0,15,43,43,343
MOT17-09-FRCNN,37,41,510,v_to_u,41,37,0,no_post_boundary_handoff_frame,,0,43,43,0
MOT17-09-FRCNN,37,42,510,u_to_v,37,42,1,,511.0,15,28,28,344
MOT17-09-FRCNN,37,42,510,v_to_u,42,37,0,no_post_boundary_handoff_frame,,0,28,28,0
MOT17-09-FRCNN,37,44,510,u_to_v,37,44,1,,511.0,2,4,4,345
MOT17-09-FRCNN,37,44,510,v_to_u,44,37,0,no_post_boundary_handoff_frame,,0,4,4,0
MOT17-09-FRCNN,4,44,512,u_to_v,4,44,0,no_post_boundary_handoff_frame,,0,6,6,0
MOT17-09-FRCNN,4,44,512,v_to_u,44,4,1,,513.0,13,6,6,346
MOT17-09-FRCNN,20,44,512,u_to_v,20,44,0,no_post_boundary_handoff_frame,,0,6,6,0
MOT17-09-FRCNN,20,44,512,v_to_u,44,20,1,,513.0,13,6,6,347
MOT17-09-FRCNN,31,44,512,u_to_v,31,44,0,no_post_boundary_handoff_frame,,0,6,6,0
MOT17-09-FRCNN,31,44,512,v_to_u,44,31,1,,513.0,13,6,6,348
MOT17-09-FRCNN,34,44,512,u_to_v,34,44,0,no_post_boundary_handoff_frame,,0,6,6,0
MOT17-09-FRCNN,34,44,512,v_to_u,44,34,1,,513.0,13,6,6,349
MOT17-09-FRCNN,36,44,512,u_to_v,36,44,0,no_post_boundary_handoff_frame,,0,6,6,0
MOT17-09-FRCNN,36,44,512,v_to_u,44,36,1,,513.0,13,6,6,350
MOT17-09-FRCNN,39,44,512,u_to_v,39,44,0,no_post_boundary_handoff_frame,,0,6,6,0
MOT17-09-FRCNN,39,44,512,v_to_u,44,39,1,,513.0,13,6,6,351
MOT17-09-FRCNN,41,44,512,u_to_v,41,44,0,no_post_boundary_handoff_frame,,0,6,6,0
MOT17-09-FRCNN,41,44,512,v_to_u,44,41,1,,513.0,13,6,6,352
MOT17-09-FRCNN,42,44,512,u_to_v,42,44,0,no_post_boundary_handoff_frame,,0,6,6,0
MOT17-09-FRCNN,42,44,512,v_to_u,44,42,1,,513.0,13,6,6,353
MOT17-09-FRCNN,44,45,512,u_to_v,44,45,1,,513.0,13,2,2,354
MOT17-09-FRCNN,44,45,512,v_to_u,45,44,0,no_post_boundary_handoff_frame,,0,2,2,0
MOT17-09-FRCNN,4,46,524,u_to_v,4,46,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,4,46,524,v_to_u,46,4,1,,525.0,1,1,1,355
MOT17-09-FRCNN,20,46,524,u_to_v,20,46,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,20,46,524,v_to_u,46,20,1,,525.0,1,1,1,356
MOT17-09-FRCNN,31,46,524,u_to_v,31,46,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,31,46,524,v_to_u,46,31,1,,525.0,1,1,1,357
MOT17-09-FRCNN,34,46,524,u_to_v,34,46,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,34,46,524,v_to_u,46,34,1,,525.0,1,1,1,358
MOT17-09-FRCNN,36,46,524,u_to_v,36,46,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,36,46,524,v_to_u,46,36,1,,525.0,1,1,1,359
MOT17-09-FRCNN,39,46,524,u_to_v,39,46,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,39,46,524,v_to_u,46,39,1,,525.0,1,1,1,360
MOT17-09-FRCNN,41,46,524,u_to_v,41,46,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,41,46,524,v_to_u,46,41,1,,525.0,1,1,1,361
MOT17-09-FRCNN,42,46,524,u_to_v,42,46,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,42,46,524,v_to_u,46,42,1,,525.0,1,1,1,362
MOT17-09-FRCNN,45,46,524,u_to_v,45,46,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,45,46,524,v_to_u,46,45,1,,525.0,1,1,1,363
MOT17-09-FRCNN,4,20,525,u_to_v,4,20,0,no_post_boundary_handoff_frame,,0,328,328,0
MOT17-09-FRCNN,4,20,525,v_to_u,20,4,0,no_post_boundary_handoff_frame,,0,328,328,0
MOT17-09-FRCNN,4,31,525,u_to_v,4,31,0,no_post_boundary_handoff_frame,,0,181,181,0
MOT17-09-FRCNN,4,31,525,v_to_u,31,4,0,no_post_boundary_handoff_frame,,0,181,181,0
MOT17-09-FRCNN,4,34,525,u_to_v,4,34,0,no_post_boundary_handoff_frame,,0,161,161,0
MOT17-09-FRCNN,4,34,525,v_to_u,34,4,0,no_post_boundary_handoff_frame,,0,161,161,0
MOT17-09-FRCNN,4,36,525,u_to_v,4,36,0,no_post_boundary_handoff_frame,,0,145,145,0
MOT17-09-FRCNN,4,36,525,v_to_u,36,4,0,no_post_boundary_handoff_frame,,0,145,145,0
MOT17-09-FRCNN,4,39,525,u_to_v,4,39,0,no_post_boundary_handoff_frame,,0,85,85,0
MOT17-09-FRCNN,4,39,525,v_to_u,39,4,0,no_post_boundary_handoff_frame,,0,85,85,0
MOT17-09-FRCNN,4,41,525,u_to_v,4,41,0,no_post_boundary_handoff_frame,,0,58,58,0
MOT17-09-FRCNN,4,41,525,v_to_u,41,4,0,no_post_boundary_handoff_frame,,0,58,58,0
MOT17-09-FRCNN,4,42,525,u_to_v,4,42,0,no_post_boundary_handoff_frame,,0,43,43,0
MOT17-09-FRCNN,4,42,525,v_to_u,42,4,0,no_post_boundary_handoff_frame,,0,43,43,0
MOT17-09-FRCNN,4,45,525,u_to_v,4,45,0,no_post_boundary_handoff_frame,,0,15,15,0
MOT17-09-FRCNN,4,45,525,v_to_u,45,4,0,no_post_boundary_handoff_frame,,0,15,15,0
MOT17-09-FRCNN,20,31,525,u_to_v,20,31,0,no_post_boundary_handoff_frame,,0,181,181,0
MOT17-09-FRCNN,20,31,525,v_to_u,31,20,0,no_post_boundary_handoff_frame,,0,181,181,0
MOT17-09-FRCNN,20,34,525,u_to_v,20,34,0,no_post_boundary_handoff_frame,,0,161,161,0
MOT17-09-FRCNN,20,34,525,v_to_u,34,20,0,no_post_boundary_handoff_frame,,0,161,161,0
MOT17-09-FRCNN,20,36,525,u_to_v,20,36,0,no_post_boundary_handoff_frame,,0,145,145,0
MOT17-09-FRCNN,20,36,525,v_to_u,36,20,0,no_post_boundary_handoff_frame,,0,145,145,0
MOT17-09-FRCNN,20,39,525,u_to_v,20,39,0,no_post_boundary_handoff_frame,,0,85,85,0
MOT17-09-FRCNN,20,39,525,v_to_u,39,20,0,no_post_boundary_handoff_frame,,0,85,85,0
MOT17-09-FRCNN,20,41,525,u_to_v,20,41,0,no_post_boundary_handoff_frame,,0,58,58,0
MOT17-09-FRCNN,20,41,525,v_to_u,41,20,0,no_post_boundary_handoff_frame,,0,58,58,0
MOT17-09-FRCNN,20,42,525,u_to_v,20,42,0,no_post_boundary_handoff_frame,,0,43,43,0
MOT17-09-FRCNN,20,42,525,v_to_u,42,20,0,no_post_boundary_handoff_frame,,0,43,43,0
MOT17-09-FRCNN,20,45,525,u_to_v,20,45,0,no_post_boundary_handoff_frame,,0,15,15,0
MOT17-09-FRCNN,20,45,525,v_to_u,45,20,0,no_post_boundary_handoff_frame,,0,15,15,0
MOT17-09-FRCNN,31,34,525,u_to_v,31,34,0,no_post_boundary_handoff_frame,,0,161,161,0
MOT17-09-FRCNN,31,34,525,v_to_u,34,31,0,no_post_boundary_handoff_frame,,0,161,161,0
MOT17-09-FRCNN,31,36,525,u_to_v,31,36,0,no_post_boundary_handoff_frame,,0,145,145,0
MOT17-09-FRCNN,31,36,525,v_to_u,36,31,0,no_post_boundary_handoff_frame,,0,145,145,0
MOT17-09-FRCNN,31,39,525,u_to_v,31,39,0,no_post_boundary_handoff_frame,,0,85,85,0
MOT17-09-FRCNN,31,39,525,v_to_u,39,31,0,no_post_boundary_handoff_frame,,0,85,85,0
MOT17-09-FRCNN,31,41,525,u_to_v,31,41,0,no_post_boundary_handoff_frame,,0,58,58,0
MOT17-09-FRCNN,31,41,525,v_to_u,41,31,0,no_post_boundary_handoff_frame,,0,58,58,0
MOT17-09-FRCNN,31,42,525,u_to_v,31,42,0,no_post_boundary_handoff_frame,,0,43,43,0
MOT17-09-FRCNN,31,42,525,v_to_u,42,31,0,no_post_boundary_handoff_frame,,0,43,43,0
MOT17-09-FRCNN,31,45,525,u_to_v,31,45,0,no_post_boundary_handoff_frame,,0,15,15,0
MOT17-09-FRCNN,31,45,525,v_to_u,45,31,0,no_post_boundary_handoff_frame,,0,15,15,0
MOT17-09-FRCNN,34,36,525,u_to_v,34,36,0,no_post_boundary_handoff_frame,,0,145,145,0
MOT17-09-FRCNN,34,36,525,v_to_u,36,34,0,no_post_boundary_handoff_frame,,0,145,145,0
MOT17-09-FRCNN,34,39,525,u_to_v,34,39,0,no_post_boundary_handoff_frame,,0,85,85,0
MOT17-09-FRCNN,34,39,525,v_to_u,39,34,0,no_post_boundary_handoff_frame,,0,85,85,0
MOT17-09-FRCNN,34,41,525,u_to_v,34,41,0,no_post_boundary_handoff_frame,,0,58,58,0
MOT17-09-FRCNN,34,41,525,v_to_u,41,34,0,no_post_boundary_handoff_frame,,0,58,58,0
MOT17-09-FRCNN,34,42,525,u_to_v,34,42,0,no_post_boundary_handoff_frame,,0,43,43,0
MOT17-09-FRCNN,34,42,525,v_to_u,42,34,0,no_post_boundary_handoff_frame,,0,43,43,0
MOT17-09-FRCNN,34,45,525,u_to_v,34,45,0,no_post_boundary_handoff_frame,,0,15,15,0
MOT17-09-FRCNN,34,45,525,v_to_u,45,34,0,no_post_boundary_handoff_frame,,0,15,15,0
MOT17-09-FRCNN,36,39,525,u_to_v,36,39,0,no_post_boundary_handoff_frame,,0,85,85,0
MOT17-09-FRCNN,36,39,525,v_to_u,39,36,0,no_post_boundary_handoff_frame,,0,85,85,0
MOT17-09-FRCNN,36,41,525,u_to_v,36,41,0,no_post_boundary_handoff_frame,,0,58,58,0
MOT17-09-FRCNN,36,41,525,v_to_u,41,36,0,no_post_boundary_handoff_frame,,0,58,58,0
MOT17-09-FRCNN,36,42,525,u_to_v,36,42,0,no_post_boundary_handoff_frame,,0,43,43,0
MOT17-09-FRCNN,36,42,525,v_to_u,42,36,0,no_post_boundary_handoff_frame,,0,43,43,0
MOT17-09-FRCNN,36,45,525,u_to_v,36,45,0,no_post_boundary_handoff_frame,,0,15,15,0
MOT17-09-FRCNN,36,45,525,v_to_u,45,36,0,no_post_boundary_handoff_frame,,0,15,15,0
MOT17-09-FRCNN,39,41,525,u_to_v,39,41,0,no_post_boundary_handoff_frame,,0,58,58,0
MOT17-09-FRCNN,39,41,525,v_to_u,41,39,0,no_post_boundary_handoff_frame,,0,58,58,0
MOT17-09-FRCNN,39,42,525,u_to_v,39,42,0,no_post_boundary_handoff_frame,,0,43,43,0
MOT17-09-FRCNN,39,42,525,v_to_u,42,39,0,no_post_boundary_handoff_frame,,0,43,43,0
MOT17-09-FRCNN,39,45,525,u_to_v,39,45,0,no_post_boundary_handoff_frame,,0,15,15,0
MOT17-09-FRCNN,39,45,525,v_to_u,45,39,0,no_post_boundary_handoff_frame,,0,15,15,0
MOT17-09-FRCNN,41,42,525,u_to_v,41,42,0,no_post_boundary_handoff_frame,,0,43,43,0
MOT17-09-FRCNN,41,42,525,v_to_u,42,41,0,no_post_boundary_handoff_frame,,0,43,43,0
MOT17-09-FRCNN,41,45,525,u_to_v,41,45,0,no_post_boundary_handoff_frame,,0,15,15,0
MOT17-09-FRCNN,41,45,525,v_to_u,45,41,0,no_post_boundary_handoff_frame,,0,15,15,0
MOT17-09-FRCNN,42,45,525,u_to_v,42,45,0,no_post_boundary_handoff_frame,,0,15,15,0
MOT17-09-FRCNN,42,45,525,v_to_u,45,42,0,no_post_boundary_handoff_frame,,0,15,15,0
