edited_path,edited_sha256,geometry_rows,changed_rows,receiver_anchor,receiver_anchor_count,receiver_anchor_counts,donor_anchor,name,seq
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0084_399_402_f2189_v_to_u/track_results/MOT20-03.txt,bc55db604cc3c64681866f3b2adc0e979f57c2e3a4a3e95905254aec7868768c,305937,54,399,1,"{""399"": 54}",402,mot20_03_r0084_399_402_f2189_v_to_u,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0085_574_702_f2185_v_to_u/track_results/MOT20-03.txt,8254aa006a48097f9e9e1fc04b14ab77d7770f9356c2237ce0ea2df4b502a313,305937,162,574,1,"{""574"": 162}",702,mot20_03_r0085_574_702_f2185_v_to_u,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0087_433_458_f2341_u_to_v/track_results/MOT20-03.txt,59abd8a6b39c2ec053a43a044b6c1860cbc213acbb1020f57af00c93bea3d2b2,305937,15,458,1,"{""458"": 15}",433,mot20_03_r0087_433_458_f2341_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0089_42_66_f159_u_to_v/track_results/MOT20-03.txt,fea62a95068727c09c7572063362b5c984a850ac7bd512aac38d3f3fca19a59c,305937,10,66,1,"{""66"": 10}",42,mot20_03_r0089_42_66_f159_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0090_97_156_f1108_u_to_v/track_results/MOT20-03.txt,4a104e1f70f0621aa489f5f4ebdb02679555479e8924104102b8c75ad5656bd0,305937,5,156,1,"{""156"": 5}",97,mot20_03_r0090_97_156_f1108_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0091_363_399_f2220_u_to_v/track_results/MOT20-03.txt,74590e75086ba8b5fc05d005f644884cb64bfcd7e8ec3e2ad98820e3380587ce,305937,93,399,1,"{""399"": 93}",363,mot20_03_r0091_363_399_f2220_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0093_388_392_f1569_u_to_v/track_results/MOT20-03.txt,9332a779b4e22a6e392023a5fa5a176fbf71ee6a102aac0c4e9d5538f3e28a01,305937,52,392,1,"{""392"": 52}",388,mot20_03_r0093_388_392_f1569_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0094_131_280_f1199_u_to_v/track_results/MOT20-03.txt,212a878d3348dfbeec68f76173c1471af65505cbff1261aeceafb1696a92082c,305937,3,280,1,"{""280"": 3}",131,mot20_03_r0094_131_280_f1199_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0095_363_399_f2186_u_to_v/track_results/MOT20-03.txt,74590e75086ba8b5fc05d005f644884cb64bfcd7e8ec3e2ad98820e3380587ce,305937,93,399,1,"{""399"": 93}",363,mot20_03_r0095_363_399_f2186_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0097_399_402_f1903_v_to_u/track_results/MOT20-03.txt,bc55db604cc3c64681866f3b2adc0e979f57c2e3a4a3e95905254aec7868768c,305937,54,399,1,"{""399"": 54}",402,mot20_03_r0097_399_402_f1903_v_to_u,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0098_361_364_f2251_u_to_v/track_results/MOT20-03.txt,6bd059388a694374d9048f7e1e5d9276d027456662e10599b424591580d02772,305937,1,364,1,"{""364"": 1}",361,mot20_03_r0098_361_364_f2251_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0099_355_606_f2119_u_to_v/track_results/MOT20-03.txt,4e377b685e6803783097be2550d347ed6c3bcb40c5f1feab2baaf3dd0452639f,305937,137,606,1,"{""606"": 137}",355,mot20_03_r0099_355_606_f2119_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0021_1397_1556_f3015_u_to_v/track_results/MOT20-05.txt,302fcf157aa6f787b67917bad59cb9f1697d4906b57e10035bd15694b556d1d9,638588,58,1556,1,"{""1556"": 58}",1397,mot20_05_r0021_1397_1556_f3015_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0022_655_666_f1698_v_to_u/track_results/MOT20-05.txt,85de9d77a35d57c10558453b94e11239ce26ad4b686f3fac3464761272d63554,638588,58,655,1,"{""655"": 58}",666,mot20_05_r0022_655_666_f1698_v_to_u,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0023_414_639_f1116_u_to_v/track_results/MOT20-05.txt,9b4a409f1d41994acb32195af37b6fb65bd103bdef980de79293faf8aac8950b,638588,35,639,1,"{""639"": 35}",414,mot20_05_r0023_414_639_f1116_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0024_1413_1421_f2924_v_to_u/track_results/MOT20-05.txt,9bc2c6394bdd4137c3330ae41754cea9879b0f6c552bedec277e37599637111c,638588,15,1413,1,"{""1413"": 15}",1421,mot20_05_r0024_1413_1421_f2924_v_to_u,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0025_306_484_f900_v_to_u/track_results/MOT20-05.txt,a2a3483f3dde593a6fe5ee81e88b26c6776dd6e74cb7f14ea94f61331e79f9e0,638588,55,306,1,"{""306"": 55}",484,mot20_05_r0025_306_484_f900_v_to_u,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0028_525_874_f1582_v_to_u/track_results/MOT20-05.txt,c0093e7171e0316de5a14f938b025c6d58537d190fcedc95eb58c0a1430904fc,638588,52,525,1,"{""525"": 52}",874,mot20_05_r0028_525_874_f1582_v_to_u,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0029_1019_1044_f2028_u_to_v/track_results/MOT20-05.txt,2c23300eefa85793ef1176c01ccdbf4a8595a11a154ed9d035d89c3974ec93cf,638588,100,1044,1,"{""1044"": 100}",1019,mot20_05_r0029_1019_1044_f2028_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0030_896_1044_f1950_u_to_v/track_results/MOT20-05.txt,2fea63636b881e5bb80164852d645bcddb8ac39daa86157d553b501434493227,638588,197,1044,1,"{""1044"": 197}",896,mot20_05_r0030_896_1044_f1950_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0031_489_662_f1340_v_to_u/track_results/MOT20-05.txt,fee1bd31ea41f1aec032ae788cd4b62d312a4b7f964665f19e3f2c208d952153,638588,78,802,1,"{""802"": 78}",396,mot20_05_r0031_489_662_f1340_v_to_u,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0032_457_472_f1010_u_to_v/track_results/MOT20-05.txt,2206dbb1d16d3b1b45fea31e4502a22c1c04943ce09cf45bb3a2a8c589c63530,638588,96,472,1,"{""472"": 96}",457,mot20_05_r0032_457_472_f1010_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0033_653_954_f1521_v_to_u/track_results/MOT20-05.txt,795931f5af23cdf54737273ec692dfce8025768da36cac39a392f5bb36bbf0bd,638588,212,653,1,"{""653"": 212}",954,mot20_05_r0033_653_954_f1521_v_to_u,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0034_638_996_f1643_u_to_v/track_results/MOT20-05.txt,5ae65982e312e43a8e1f6086e815b1fd11014083173be2aae245576f9691f7f3,638588,31,996,2,"{""590"": 2, ""996"": 29}",638,mot20_05_r0034_638_996_f1643_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0035_263_389_f716_u_to_v/track_results/MOT20-05.txt,c3fe39a3b84f733ac38303baee9404987a676486ba0ea38f2f6f352b6aff61a6,638588,226,389,1,"{""389"": 226}",263,mot20_05_r0035_263_389_f716_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0036_512_1279_f2884_u_to_v/track_results/MOT20-05.txt,aaf769704e342d4fdd434b4b99b9b0a720bdc248b7cfaa9a7665d7f35312f073,638588,23,1279,1,"{""1279"": 23}",512,mot20_05_r0036_512_1279_f2884_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0037_339_566_f886_u_to_v/track_results/MOT20-05.txt,e69dd717751e32c4f79a90e4989a8532e91b470be44cb991c4cf329ca4c3e8c3,638588,34,563,1,"{""563"": 34}",339,mot20_05_r0037_339_566_f886_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0038_1123_1366_f2963_u_to_v/track_results/MOT20-05.txt,13e49c18285192bbacc20ab275d60d6612d6cc3e0b9c223db5cc976e9920fd9d,638588,20,1366,1,"{""1366"": 20}",1123,mot20_05_r0038_1123_1366_f2963_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0039_1296_1448_f2805_u_to_v/track_results/MOT20-05.txt,1e8bd3852434d4befd84ee1247baeaf27f8c67f4d28b1ae75affd71d7730a38a,638588,267,1448,1,"{""1448"": 267}",1296,mot20_05_r0039_1296_1448_f2805_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0040_484_696_f994_u_to_v/track_results/MOT20-05.txt,789ef03314de9b77fc40d731d22307f987ee184882cd7e8d718ca478ebb003c8,638588,114,696,1,"{""696"": 114}",484,mot20_05_r0040_484_696_f994_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0041_613_614_f1756_u_to_v/track_results/MOT20-05.txt,1387e1d786a0e01946aea8a07f3ca121ed48d0c17a1e948d2137ae8cc6be3d0d,638588,97,614,1,"{""614"": 97}",613,mot20_05_r0041_613_614_f1756_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0042_872_883_f1928_u_to_v/track_results/MOT20-05.txt,4df551746096997d2ad3d3aab476f6729b392acc61d92920d8436736a1d99d51,638588,60,883,1,"{""883"": 60}",872,mot20_05_r0042_872_883_f1928_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0043_76_601_f1473_u_to_v/track_results/MOT20-05.txt,7712b51a4c8a1b131283314e929e0724c4a2598a619caceba356d443e6b2012f,638588,1261,601,1,"{""601"": 1261}",76,mot20_05_r0043_76_601_f1473_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0047_784_812_f1467_u_to_v/track_results/MOT20-05.txt,a6579a155d3d616040571a3409ba4e7c32b9dece7d7da12b04c09c05096bcb6f,638588,22,812,1,"{""812"": 22}",784,mot20_05_r0047_784_812_f1467_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0048_489_806_f1198_v_to_u/track_results/MOT20-05.txt,b594d90c0ff184028f137775d0735a1d701ee365afb0bafec35e6b8fd2c03b3a,638588,208,802,1,"{""802"": 208}",489,mot20_05_r0048_489_806_f1198_v_to_u,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0049_584_930_f1587_v_to_u/track_results/MOT20-05.txt,ffdfd321b57ab5c84a75b884602b3d6ac93c2d953c34e234e11634ec4f034501,638588,67,930,1,"{""930"": 67}",584,mot20_05_r0049_584_930_f1587_v_to_u,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0050_879_1054_f1998_u_to_v/track_results/MOT20-05.txt,73f7f2cd9567b36cc78537a294344065f676431b6cde1653e6593b52066a9e3e,638588,75,1054,1,"{""1054"": 75}",879,mot20_05_r0050_879_1054_f1998_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0051_321_383_f837_u_to_v/track_results/MOT20-05.txt,9207c4b790e2cf87a3f7b2a87bd47854f18996b9d6cb16e8917ddce1c0003188,638588,64,383,1,"{""383"": 64}",321,mot20_05_r0051_321_383_f837_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0052_166_396_f476_u_to_v/track_results/MOT20-05.txt,d7b0f3f71c4cc66f82802759f54f173daf48497149f97c6d8b69771f72bc748a,638588,331,396,1,"{""396"": 331}",166,mot20_05_r0052_166_396_f476_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0054_799_813_f1690_v_to_u/track_results/MOT20-05.txt,4bdef9deceb91f72fed32e700b751357e21a4b7b012dc6c9cbaff52721eb1c99,638588,75,796,1,"{""796"": 75}",813,mot20_05_r0054_799_813_f1690_v_to_u,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0056_1406_1409_f2941_u_to_v/track_results/MOT20-05.txt,1fad18269e5ea8416eb36ed3e6bdbecb7adc4b00110d73988b2d3b031c131d6d,638588,38,1409,1,"{""1409"": 38}",1406,mot20_05_r0056_1406_1409_f2941_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0057_1054_1150_f1952_v_to_u/track_results/MOT20-05.txt,c8f27ca57a53fb74c0640d2eab4a5cd29c9938a6acb730ab0b1cdd17b6dcd0b0,638588,4,1054,1,"{""1054"": 4}",1150,mot20_05_r0057_1054_1150_f1952_v_to_u,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0058_142_346_f307_v_to_u/track_results/MOT20-05.txt,75b4b06ea5e5eebd9aa627f25c60606fe4dba49d7d285af4589af20056df0bd1,638588,427,142,1,"{""142"": 427}",334,mot20_05_r0058_142_346_f307_v_to_u,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0061_271_316_f218_v_to_u/track_results/MOT20-05.txt,cd8bd3eea47ebcb88bb7c7d7efeaccbe8b39dd867ed2435a827f02904755702f,638588,94,271,1,"{""271"": 94}",316,mot20_05_r0061_271_316_f218_v_to_u,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0062_3_494_f1013_v_to_u/track_results/MOT20-05.txt,32636dfff42e323f18d6effd6f4bae2ea890c76fd7504bb317dbb723fbd112f0,638588,13,3,1,"{""3"": 13}",494,mot20_05_r0062_3_494_f1013_v_to_u,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0064_540_662_f962_u_to_v/track_results/MOT20-05.txt,34e074a934b6c22b4a3b4879f2a81850981076b23a296b6dbe55db730a6b67a4,638588,80,396,1,"{""396"": 80}",540,mot20_05_r0064_540_662_f962_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0065_631_840_f1237_v_to_u/track_results/MOT20-05.txt,a4b6dff57486e4d0dc7616f5539238f7d0c4945152ac95f1d42d24df2b572d9e,638588,194,631,1,"{""631"": 194}",840,mot20_05_r0065_631_840_f1237_v_to_u,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0067_142_394_f395_v_to_u/track_results/MOT20-05.txt,b35e692144b3543cd93854ed32f1858e056fbfc349c26c82d04b04074420f623,638588,332,142,1,"{""142"": 332}",393,mot20_05_r0067_142_394_f395_v_to_u,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0070_613_703_f1426_u_to_v/track_results/MOT20-05.txt,1f855bd21d01e92096f58bd8fe1ee36e10b1db89437725fb0c0bb93773a5954a,638588,19,703,1,"{""703"": 19}",613,mot20_05_r0070_613_703_f1426_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0071_32_73_f488_u_to_v/track_results/MOT20-05.txt,e1e1fedc9fd9723c1aef6ac39483c70502130a68812594a2d872552ca3ec2879,638588,152,73,1,"{""73"": 152}",32,mot20_05_r0071_32_73_f488_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0072_861_869_f1906_v_to_u/track_results/MOT20-05.txt,6236853ae5461a6e9dab7926bfc28f9826e2bf3938b1f3ca4042b76fdcf0788b,638588,75,861,1,"{""861"": 75}",869,mot20_05_r0072_861_869_f1906_v_to_u,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0076_857_861_f1937_u_to_v/track_results/MOT20-05.txt,033803630b2b258faffae8ee5fc408038df426d7de66bb165d3f23b30f4b3743,638588,2,861,1,"{""861"": 2}",857,mot20_05_r0076_857_861_f1937_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0078_337_384_f781_v_to_u/track_results/MOT20-05.txt,f437d3fc1bf2761ebdb83f2d2afb10b656f01121010e228f5c401101c701fbe0,638588,34,337,1,"{""337"": 34}",384,mot20_05_r0078_337_384_f781_v_to_u,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0079_166_222_f518_u_to_v/track_results/MOT20-05.txt,efb7743dd947549afd90ee21243400c1c24be364fd9039e71f0c269dd7237824,638588,52,222,1,"{""222"": 52}",166,mot20_05_r0079_166_222_f518_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0080_1295_1367_f2520_v_to_u/track_results/MOT20-05.txt,dc0c3f6b83d4c486fdbcfdfb3c2c5a10cd78234814a1a08eeb1ece502347a7fe,638588,165,1295,1,"{""1295"": 165}",1278,mot20_05_r0080_1295_1367_f2520_v_to_u,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0083_852_952_f2563_u_to_v/track_results/MOT20-05.txt,8dfc09afabef029115b387ce5baf56f754d8bb6c7150293301d501ef4028708a,638588,92,952,1,"{""952"": 92}",852,mot20_05_r0083_852_952_f2563_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0084_17_254_f436_v_to_u/track_results/MOT20-05.txt,417b43394ebd3dbe1b84844921db62020242a07f29e21011dc439c0bc3214582,638588,54,17,1,"{""17"": 54}",254,mot20_05_r0084_17_254_f436_v_to_u,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0087_1393_1398_f3076_u_to_v/track_results/MOT20-05.txt,90d0ca9a9c6ed0b780f2d6a2dc5c29cfbd29fece32dd5bbfdf9de791af382373,638588,156,1396,1,"{""1396"": 156}",1393,mot20_05_r0087_1393_1398_f3076_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0088_63_90_f2458_u_to_v/track_results/MOT20-05.txt,fe4f7714a7ba63ce6109b6d895eb53880157807c96672c3d2841eeba1dcfc04a,638588,1,90,1,"{""90"": 1}",63,mot20_05_r0088_63_90_f2458_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0089_137_142_f158_u_to_v/track_results/MOT20-05.txt,4693622988f60157fcd82e597a0b9e5403fc1b84e35ace244b0dcdfebe5fc248,638588,572,142,1,"{""142"": 572}",137,mot20_05_r0089_137_142_f158_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0090_509_813_f1482_v_to_u/track_results/MOT20-05.txt,cfa44f74684228d807fed8b7792367489babf564e9a627ac28126a0c38b954f2,638588,412,509,1,"{""509"": 412}",813,mot20_05_r0090_509_813_f1482_v_to_u,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0092_1295_1421_f2732_v_to_u/track_results/MOT20-05.txt,053f553ece34134e906e5b4700a0fd5fa3b8947af5ff2ec5398e5b3c4aed9739,638588,295,1295,1,"{""1295"": 295}",1421,mot20_05_r0092_1295_1421_f2732_v_to_u,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0093_1377_1380_f3042_v_to_u/track_results/MOT20-05.txt,754e0f354538869bed481dcf0161957521f92f1bfa1acf896063f48bb81992a9,638588,15,1377,1,"{""1377"": 15}",1380,mot20_05_r0093_1377_1380_f3042_v_to_u,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0095_225_263_f1216_v_to_u/track_results/MOT20-05.txt,7af4f9c1aaadd04a56542485ab6133dd4048faaddaa8f7f94f5df647913acee3,638588,455,225,1,"{""225"": 455}",263,mot20_05_r0095_225_263_f1216_v_to_u,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0096_1377_1380_f3218_v_to_u/track_results/MOT20-05.txt,754e0f354538869bed481dcf0161957521f92f1bfa1acf896063f48bb81992a9,638588,15,1377,1,"{""1377"": 15}",1380,mot20_05_r0096_1377_1380_f3218_v_to_u,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0097_566_579_f846_u_to_v/track_results/MOT20-05.txt,a60f47200ac231495480e16e8a76e5b9b40a9e6e1f7d66fac6e0208f0cea60ee,638588,105,659,1,"{""659"": 105}",563,mot20_05_r0097_566_579_f846_u_to_v,MOT20-05
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-05/mot20_05_r0100_1367_1376_f3017_v_to_u/track_results/MOT20-05.txt,db5e3427a1be9ef125c0397b3051d3fa790ff94e052ac57cffe428b266c6a46d,638588,46,1278,1,"{""1278"": 46}",1373,mot20_05_r0100_1367_1376_f3017_v_to_u,MOT20-05
