seq,u,v,boundary_frame,transaction_type,donor_raw_tid,receiver_raw_tid,accepted,reject_reason,effective_start_frame,changed_rows,pair_common_frames,pair_common_span,canonical_rank,selected_for_teacher
MOT17-04-FRCNN,2,9,526,v_to_u,9,2,1,,527.0,524,526,526,744,1
MOT17-04-FRCNN,3,9,526,u_to_v,3,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,3,9,526,v_to_u,9,3,1,,527.0,524,526,526,745,1
MOT17-04-FRCNN,4,9,526,u_to_v,4,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,4,9,526,v_to_u,9,4,1,,527.0,154,526,526,746,1
MOT17-04-FRCNN,5,9,526,u_to_v,5,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,5,9,526,v_to_u,9,5,1,,527.0,130,526,526,747,1
MOT17-04-FRCNN,6,9,526,u_to_v,6,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,6,9,526,v_to_u,9,6,1,,527.0,524,526,526,748,1
MOT17-04-FRCNN,8,9,526,u_to_v,8,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,8,9,526,v_to_u,9,8,1,,527.0,524,526,526,749,1
MOT17-04-FRCNN,9,11,526,u_to_v,9,11,1,,527.0,175,526,526,750,1
MOT17-04-FRCNN,9,11,526,v_to_u,11,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,9,12,526,u_to_v,9,12,1,,527.0,524,526,526,751,1
MOT17-04-FRCNN,9,12,526,v_to_u,12,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,9,13,526,u_to_v,9,13,1,,527.0,524,526,526,752,1
MOT17-04-FRCNN,9,13,526,v_to_u,13,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,9,14,526,u_to_v,9,14,1,,527.0,524,526,526,753,1
MOT17-04-FRCNN,9,14,526,v_to_u,14,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,9,15,526,u_to_v,9,15,1,,527.0,524,526,526,754,1
MOT17-04-FRCNN,9,15,526,v_to_u,15,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,9,16,526,u_to_v,9,16,1,,527.0,524,526,526,755,1
MOT17-04-FRCNN,9,16,526,v_to_u,16,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,9,17,526,u_to_v,9,17,1,,527.0,524,526,526,756,1
MOT17-04-FRCNN,9,17,526,v_to_u,17,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,9,18,526,u_to_v,9,18,1,,527.0,524,526,526,757,1
MOT17-04-FRCNN,9,18,526,v_to_u,18,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,9,19,526,u_to_v,9,19,1,,527.0,524,526,526,758,1
MOT17-04-FRCNN,9,19,526,v_to_u,19,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,9,20,526,u_to_v,9,20,1,,527.0,111,526,526,759,1
MOT17-04-FRCNN,9,20,526,v_to_u,20,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,9,21,526,u_to_v,9,21,1,,527.0,524,526,526,760,1
MOT17-04-FRCNN,9,21,526,v_to_u,21,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,9,22,526,u_to_v,9,22,1,,527.0,132,526,526,761,1
MOT17-04-FRCNN,9,22,526,v_to_u,22,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,9,23,526,u_to_v,9,23,1,,527.0,165,526,526,762,1
MOT17-04-FRCNN,9,23,526,v_to_u,23,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,9,24,526,u_to_v,9,24,1,,527.0,55,526,526,763,1
MOT17-04-FRCNN,9,24,526,v_to_u,24,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,9,25,526,u_to_v,9,25,1,,527.0,524,526,526,764,1
MOT17-04-FRCNN,9,25,526,v_to_u,25,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,9,26,526,u_to_v,9,26,1,,527.0,163,526,526,765,1
MOT17-04-FRCNN,9,26,526,v_to_u,26,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,9,27,526,u_to_v,9,27,1,,527.0,524,526,526,766,1
MOT17-04-FRCNN,9,27,526,v_to_u,27,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,9,31,526,u_to_v,9,31,1,,527.0,39,526,526,767,1
MOT17-04-FRCNN,9,31,526,v_to_u,31,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,9,36,526,u_to_v,9,36,1,,527.0,524,526,526,768,1
MOT17-04-FRCNN,9,36,526,v_to_u,36,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,9,37,526,u_to_v,9,37,1,,527.0,524,526,526,769,1
MOT17-04-FRCNN,9,37,526,v_to_u,37,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,9,38,526,u_to_v,9,38,1,,527.0,372,526,526,770,1
MOT17-04-FRCNN,9,38,526,v_to_u,38,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,9,41,526,u_to_v,9,41,1,,527.0,524,526,526,771,1
MOT17-04-FRCNN,9,41,526,v_to_u,41,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,9,42,526,u_to_v,9,42,1,,527.0,524,526,526,772,1
MOT17-04-FRCNN,9,42,526,v_to_u,42,9,0,no_post_boundary_handoff_frame,,0,526,526,0,0
MOT17-04-FRCNN,9,43,526,u_to_v,9,43,1,,527.0,239,504,504,773,1
MOT17-04-FRCNN,9,43,526,v_to_u,43,9,0,no_post_boundary_handoff_frame,,0,504,504,0,0
MOT17-04-FRCNN,9,44,526,u_to_v,9,44,1,,527.0,524,455,455,774,1
MOT17-04-FRCNN,9,44,526,v_to_u,44,9,0,no_post_boundary_handoff_frame,,0,455,455,0,0
MOT17-04-FRCNN,9,45,526,u_to_v,9,45,1,,527.0,94,438,438,775,1
MOT17-04-FRCNN,9,45,526,v_to_u,45,9,0,no_post_boundary_handoff_frame,,0,438,438,0,0
MOT17-04-FRCNN,9,51,526,u_to_v,9,51,1,,527.0,524,294,294,776,1
MOT17-04-FRCNN,9,51,526,v_to_u,51,9,0,no_post_boundary_handoff_frame,,0,294,294,0,0
MOT17-04-FRCNN,9,52,526,u_to_v,9,52,1,,527.0,26,280,280,777,1
MOT17-04-FRCNN,9,52,526,v_to_u,52,9,0,no_post_boundary_handoff_frame,,0,280,280,0,0
MOT17-04-FRCNN,9,53,526,u_to_v,9,53,1,,527.0,5,266,266,778,1
MOT17-04-FRCNN,9,53,526,v_to_u,53,9,0,no_post_boundary_handoff_frame,,0,266,266,0,0
MOT17-04-FRCNN,9,54,526,u_to_v,9,54,1,,527.0,524,258,258,779,1
MOT17-04-FRCNN,9,54,526,v_to_u,54,9,0,no_post_boundary_handoff_frame,,0,258,258,0,0
MOT17-04-FRCNN,9,56,526,u_to_v,9,56,1,,527.0,524,255,255,780,1
MOT17-04-FRCNN,9,56,526,v_to_u,56,9,0,no_post_boundary_handoff_frame,,0,255,255,0,0
MOT17-04-FRCNN,9,57,526,u_to_v,9,57,1,,527.0,524,193,193,781,1
MOT17-04-FRCNN,9,57,526,v_to_u,57,9,0,no_post_boundary_handoff_frame,,0,193,193,0,0
MOT17-04-FRCNN,9,58,526,u_to_v,9,58,1,,527.0,193,186,186,782,1
MOT17-04-FRCNN,9,58,526,v_to_u,58,9,0,no_post_boundary_handoff_frame,,0,186,186,0,0
MOT17-04-FRCNN,9,59,526,u_to_v,9,59,1,,527.0,524,130,130,783,1
MOT17-04-FRCNN,9,59,526,v_to_u,59,9,0,no_post_boundary_handoff_frame,,0,130,130,0,0
MOT17-04-FRCNN,9,60,526,u_to_v,9,60,1,,527.0,180,121,121,784,1
MOT17-04-FRCNN,9,60,526,v_to_u,60,9,0,no_post_boundary_handoff_frame,,0,121,121,0,0
MOT17-04-FRCNN,9,61,526,u_to_v,9,61,1,,527.0,524,113,113,785,1
MOT17-04-FRCNN,9,61,526,v_to_u,61,9,0,no_post_boundary_handoff_frame,,0,113,113,0,0
MOT17-04-FRCNN,9,62,526,u_to_v,9,62,1,,527.0,524,28,28,786,1
MOT17-04-FRCNN,9,62,526,v_to_u,62,9,0,no_post_boundary_handoff_frame,,0,28,28,0,0
MOT17-04-FRCNN,9,63,526,u_to_v,9,63,1,,527.0,524,27,27,787,1
MOT17-04-FRCNN,9,63,526,v_to_u,63,9,0,no_post_boundary_handoff_frame,,0,27,27,0,0
MOT17-04-FRCNN,9,64,526,u_to_v,9,64,1,,527.0,524,6,6,788,1
MOT17-04-FRCNN,9,64,526,v_to_u,64,9,0,no_post_boundary_handoff_frame,,0,6,6,0,0
MOT17-04-FRCNN,9,65,526,u_to_v,9,65,1,,527.0,465,6,6,789,1
MOT17-04-FRCNN,9,65,526,v_to_u,65,9,0,no_post_boundary_handoff_frame,,0,6,6,0,0
MOT17-04-FRCNN,1,53,531,u_to_v,1,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,1,53,531,v_to_u,53,1,1,,532.0,519,271,271,790,1
MOT17-04-FRCNN,2,53,531,u_to_v,2,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,2,53,531,v_to_u,53,2,1,,532.0,519,271,271,791,1
MOT17-04-FRCNN,3,53,531,u_to_v,3,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,3,53,531,v_to_u,53,3,1,,532.0,519,271,271,792,1
MOT17-04-FRCNN,4,53,531,u_to_v,4,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,4,53,531,v_to_u,53,4,1,,532.0,149,271,271,793,1
MOT17-04-FRCNN,5,53,531,u_to_v,5,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,5,53,531,v_to_u,53,5,1,,532.0,125,271,271,794,1
MOT17-04-FRCNN,6,53,531,u_to_v,6,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,6,53,531,v_to_u,53,6,1,,532.0,519,271,271,795,1
MOT17-04-FRCNN,8,53,531,u_to_v,8,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,8,53,531,v_to_u,53,8,1,,532.0,519,271,271,796,1
MOT17-04-FRCNN,11,53,531,u_to_v,11,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,11,53,531,v_to_u,53,11,1,,532.0,170,271,271,797,1
MOT17-04-FRCNN,12,53,531,u_to_v,12,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,12,53,531,v_to_u,53,12,1,,532.0,519,271,271,798,1
MOT17-04-FRCNN,13,53,531,u_to_v,13,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,13,53,531,v_to_u,53,13,1,,532.0,519,271,271,799,1
MOT17-04-FRCNN,14,53,531,u_to_v,14,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,14,53,531,v_to_u,53,14,1,,532.0,519,271,271,800,1
MOT17-04-FRCNN,15,53,531,u_to_v,15,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,15,53,531,v_to_u,53,15,1,,532.0,519,271,271,801,1
MOT17-04-FRCNN,16,53,531,u_to_v,16,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,16,53,531,v_to_u,53,16,1,,532.0,519,271,271,802,1
MOT17-04-FRCNN,17,53,531,u_to_v,17,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,17,53,531,v_to_u,53,17,1,,532.0,519,271,271,803,1
MOT17-04-FRCNN,18,53,531,u_to_v,18,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,18,53,531,v_to_u,53,18,1,,532.0,519,271,271,804,1
MOT17-04-FRCNN,19,53,531,u_to_v,19,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,19,53,531,v_to_u,53,19,1,,532.0,519,271,271,805,1
MOT17-04-FRCNN,20,53,531,u_to_v,20,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,20,53,531,v_to_u,53,20,1,,532.0,106,271,271,806,1
MOT17-04-FRCNN,21,53,531,u_to_v,21,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,21,53,531,v_to_u,53,21,1,,532.0,519,271,271,807,1
MOT17-04-FRCNN,22,53,531,u_to_v,22,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,22,53,531,v_to_u,53,22,1,,532.0,127,271,271,808,1
MOT17-04-FRCNN,23,53,531,u_to_v,23,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,23,53,531,v_to_u,53,23,1,,532.0,160,271,271,809,1
MOT17-04-FRCNN,24,53,531,u_to_v,24,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,24,53,531,v_to_u,53,24,1,,532.0,50,271,271,810,1
MOT17-04-FRCNN,25,53,531,u_to_v,25,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,25,53,531,v_to_u,53,25,1,,532.0,519,271,271,811,1
MOT17-04-FRCNN,26,53,531,u_to_v,26,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,26,53,531,v_to_u,53,26,1,,532.0,158,271,271,812,1
MOT17-04-FRCNN,27,53,531,u_to_v,27,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,27,53,531,v_to_u,53,27,1,,532.0,519,271,271,813,1
MOT17-04-FRCNN,31,53,531,u_to_v,31,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,31,53,531,v_to_u,53,31,1,,532.0,34,271,271,814,1
MOT17-04-FRCNN,36,53,531,u_to_v,36,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,36,53,531,v_to_u,53,36,1,,532.0,519,271,271,815,1
MOT17-04-FRCNN,37,53,531,u_to_v,37,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,37,53,531,v_to_u,53,37,1,,532.0,519,271,271,816,1
MOT17-04-FRCNN,38,53,531,u_to_v,38,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,38,53,531,v_to_u,53,38,1,,532.0,367,271,271,817,1
MOT17-04-FRCNN,41,53,531,u_to_v,41,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,41,53,531,v_to_u,53,41,1,,532.0,519,271,271,818,1
MOT17-04-FRCNN,42,53,531,u_to_v,42,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,42,53,531,v_to_u,53,42,1,,532.0,519,271,271,819,1
MOT17-04-FRCNN,43,53,531,u_to_v,43,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,43,53,531,v_to_u,53,43,1,,532.0,234,271,271,820,1
MOT17-04-FRCNN,44,53,531,u_to_v,44,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,44,53,531,v_to_u,53,44,1,,532.0,519,271,271,821,1
MOT17-04-FRCNN,45,53,531,u_to_v,45,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,45,53,531,v_to_u,53,45,1,,532.0,89,271,271,822,1
MOT17-04-FRCNN,51,53,531,u_to_v,51,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,51,53,531,v_to_u,53,51,1,,532.0,519,271,271,823,1
MOT17-04-FRCNN,52,53,531,u_to_v,52,53,0,no_post_boundary_handoff_frame,,0,271,271,0,0
MOT17-04-FRCNN,52,53,531,v_to_u,53,52,1,,532.0,21,271,271,824,1
MOT17-04-FRCNN,53,54,531,u_to_v,53,54,1,,532.0,519,263,263,825,1
MOT17-04-FRCNN,53,54,531,v_to_u,54,53,0,no_post_boundary_handoff_frame,,0,263,263,0,0
MOT17-04-FRCNN,53,56,531,u_to_v,53,56,1,,532.0,519,260,260,826,1
MOT17-04-FRCNN,53,56,531,v_to_u,56,53,0,no_post_boundary_handoff_frame,,0,260,260,0,0
MOT17-04-FRCNN,53,57,531,u_to_v,53,57,1,,532.0,519,198,198,827,1
MOT17-04-FRCNN,53,57,531,v_to_u,57,53,0,no_post_boundary_handoff_frame,,0,198,198,0,0
MOT17-04-FRCNN,53,58,531,u_to_v,53,58,1,,532.0,188,191,191,828,1
MOT17-04-FRCNN,53,58,531,v_to_u,58,53,0,no_post_boundary_handoff_frame,,0,191,191,0,0
MOT17-04-FRCNN,53,59,531,u_to_v,53,59,1,,532.0,519,135,135,829,1
MOT17-04-FRCNN,53,59,531,v_to_u,59,53,0,no_post_boundary_handoff_frame,,0,135,135,0,0
MOT17-04-FRCNN,53,60,531,u_to_v,53,60,1,,532.0,175,126,126,830,1
MOT17-04-FRCNN,53,60,531,v_to_u,60,53,0,no_post_boundary_handoff_frame,,0,126,126,0,0
MOT17-04-FRCNN,53,61,531,u_to_v,53,61,1,,532.0,519,118,118,831,1
MOT17-04-FRCNN,53,61,531,v_to_u,61,53,0,no_post_boundary_handoff_frame,,0,118,118,0,0
MOT17-04-FRCNN,53,62,531,u_to_v,53,62,1,,532.0,519,33,33,832,1
MOT17-04-FRCNN,53,62,531,v_to_u,62,53,0,no_post_boundary_handoff_frame,,0,33,33,0,0
MOT17-04-FRCNN,53,63,531,u_to_v,53,63,1,,532.0,519,32,32,833,1
MOT17-04-FRCNN,53,63,531,v_to_u,63,53,0,no_post_boundary_handoff_frame,,0,32,32,0,0
MOT17-04-FRCNN,53,64,531,u_to_v,53,64,1,,532.0,519,11,11,834,1
MOT17-04-FRCNN,53,64,531,v_to_u,64,53,0,no_post_boundary_handoff_frame,,0,11,11,0,0
MOT17-04-FRCNN,53,65,531,u_to_v,53,65,1,,532.0,460,11,11,835,1
MOT17-04-FRCNN,53,65,531,v_to_u,65,53,0,no_post_boundary_handoff_frame,,0,11,11,0,0
MOT17-04-FRCNN,53,66,531,u_to_v,53,66,1,,532.0,519,4,4,836,1
MOT17-04-FRCNN,53,66,531,v_to_u,66,53,0,no_post_boundary_handoff_frame,,0,4,4,0,0
MOT17-04-FRCNN,1,52,552,u_to_v,1,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,1,52,552,v_to_u,52,1,1,,553.0,498,306,306,837,1
MOT17-04-FRCNN,2,52,552,u_to_v,2,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,2,52,552,v_to_u,52,2,1,,553.0,498,306,306,838,1
MOT17-04-FRCNN,3,52,552,u_to_v,3,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,3,52,552,v_to_u,52,3,1,,553.0,498,306,306,839,1
MOT17-04-FRCNN,4,52,552,u_to_v,4,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,4,52,552,v_to_u,52,4,1,,553.0,128,306,306,840,1
MOT17-04-FRCNN,5,52,552,u_to_v,5,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,5,52,552,v_to_u,52,5,1,,553.0,104,306,306,841,1
MOT17-04-FRCNN,6,52,552,u_to_v,6,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,6,52,552,v_to_u,52,6,1,,553.0,498,306,306,842,1
MOT17-04-FRCNN,8,52,552,u_to_v,8,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,8,52,552,v_to_u,52,8,1,,553.0,498,306,306,843,1
MOT17-04-FRCNN,11,52,552,u_to_v,11,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,11,52,552,v_to_u,52,11,1,,553.0,149,306,306,844,1
MOT17-04-FRCNN,12,52,552,u_to_v,12,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,12,52,552,v_to_u,52,12,1,,553.0,498,306,306,845,1
MOT17-04-FRCNN,13,52,552,u_to_v,13,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,13,52,552,v_to_u,52,13,1,,553.0,498,306,306,846,1
MOT17-04-FRCNN,14,52,552,u_to_v,14,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,14,52,552,v_to_u,52,14,1,,553.0,498,306,306,847,1
MOT17-04-FRCNN,15,52,552,u_to_v,15,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,15,52,552,v_to_u,52,15,1,,553.0,498,306,306,848,1
MOT17-04-FRCNN,16,52,552,u_to_v,16,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,16,52,552,v_to_u,52,16,1,,553.0,498,306,306,849,1
MOT17-04-FRCNN,17,52,552,u_to_v,17,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,17,52,552,v_to_u,52,17,1,,553.0,498,306,306,850,1
MOT17-04-FRCNN,18,52,552,u_to_v,18,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,18,52,552,v_to_u,52,18,1,,553.0,498,306,306,851,1
MOT17-04-FRCNN,19,52,552,u_to_v,19,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,19,52,552,v_to_u,52,19,1,,553.0,498,306,306,852,1
MOT17-04-FRCNN,20,52,552,u_to_v,20,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,20,52,552,v_to_u,52,20,1,,553.0,85,306,306,853,1
MOT17-04-FRCNN,21,52,552,u_to_v,21,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,21,52,552,v_to_u,52,21,1,,553.0,498,306,306,854,1
MOT17-04-FRCNN,22,52,552,u_to_v,22,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,22,52,552,v_to_u,52,22,1,,553.0,106,306,306,855,1
MOT17-04-FRCNN,23,52,552,u_to_v,23,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,23,52,552,v_to_u,52,23,1,,553.0,139,306,306,856,1
MOT17-04-FRCNN,24,52,552,u_to_v,24,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,24,52,552,v_to_u,52,24,1,,553.0,29,306,306,857,1
MOT17-04-FRCNN,25,52,552,u_to_v,25,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,25,52,552,v_to_u,52,25,1,,553.0,498,306,306,858,1
MOT17-04-FRCNN,26,52,552,u_to_v,26,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,26,52,552,v_to_u,52,26,1,,553.0,137,306,306,859,1
MOT17-04-FRCNN,27,52,552,u_to_v,27,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,27,52,552,v_to_u,52,27,1,,553.0,498,306,306,860,1
MOT17-04-FRCNN,31,52,552,u_to_v,31,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,31,52,552,v_to_u,52,31,1,,553.0,13,306,306,861,1
MOT17-04-FRCNN,36,52,552,u_to_v,36,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,36,52,552,v_to_u,52,36,1,,553.0,498,306,306,862,1
MOT17-04-FRCNN,37,52,552,u_to_v,37,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,37,52,552,v_to_u,52,37,1,,553.0,498,306,306,863,1
MOT17-04-FRCNN,38,52,552,u_to_v,38,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,38,52,552,v_to_u,52,38,1,,553.0,346,306,306,864,1
MOT17-04-FRCNN,41,52,552,u_to_v,41,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,41,52,552,v_to_u,52,41,1,,553.0,498,306,306,865,1
MOT17-04-FRCNN,42,52,552,u_to_v,42,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,42,52,552,v_to_u,52,42,1,,553.0,498,306,306,866,1
MOT17-04-FRCNN,43,52,552,u_to_v,43,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,43,52,552,v_to_u,52,43,1,,553.0,213,306,306,867,1
MOT17-04-FRCNN,44,52,552,u_to_v,44,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,44,52,552,v_to_u,52,44,1,,553.0,498,306,306,868,1
MOT17-04-FRCNN,45,52,552,u_to_v,45,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,45,52,552,v_to_u,52,45,1,,553.0,68,306,306,869,1
MOT17-04-FRCNN,51,52,552,u_to_v,51,52,0,no_post_boundary_handoff_frame,,0,306,306,0,0
MOT17-04-FRCNN,51,52,552,v_to_u,52,51,1,,553.0,498,306,306,870,1
MOT17-04-FRCNN,52,54,552,u_to_v,52,54,1,,553.0,498,284,284,871,1
MOT17-04-FRCNN,52,54,552,v_to_u,54,52,0,no_post_boundary_handoff_frame,,0,284,284,0,0
MOT17-04-FRCNN,52,56,552,u_to_v,52,56,1,,553.0,498,281,281,872,1
MOT17-04-FRCNN,52,56,552,v_to_u,56,52,0,no_post_boundary_handoff_frame,,0,281,281,0,0
MOT17-04-FRCNN,52,57,552,u_to_v,52,57,1,,553.0,498,219,219,873,1
MOT17-04-FRCNN,52,57,552,v_to_u,57,52,0,no_post_boundary_handoff_frame,,0,219,219,0,0
MOT17-04-FRCNN,52,58,552,u_to_v,52,58,1,,553.0,167,212,212,874,1
MOT17-04-FRCNN,52,58,552,v_to_u,58,52,0,no_post_boundary_handoff_frame,,0,212,212,0,0
MOT17-04-FRCNN,52,59,552,u_to_v,52,59,1,,553.0,498,156,156,875,1
MOT17-04-FRCNN,52,59,552,v_to_u,59,52,0,no_post_boundary_handoff_frame,,0,156,156,0,0
MOT17-04-FRCNN,52,60,552,u_to_v,52,60,1,,553.0,154,147,147,876,1
MOT17-04-FRCNN,52,60,552,v_to_u,60,52,0,no_post_boundary_handoff_frame,,0,147,147,0,0
MOT17-04-FRCNN,52,61,552,u_to_v,52,61,1,,553.0,498,139,139,877,1
MOT17-04-FRCNN,52,61,552,v_to_u,61,52,0,no_post_boundary_handoff_frame,,0,139,139,0,0
MOT17-04-FRCNN,52,62,552,u_to_v,52,62,1,,553.0,498,54,54,878,1
MOT17-04-FRCNN,52,62,552,v_to_u,62,52,0,no_post_boundary_handoff_frame,,0,54,54,0,0
MOT17-04-FRCNN,52,63,552,u_to_v,52,63,1,,553.0,498,53,53,879,1
