sequence,target_gt_id,local_episode_index,spawn_episode_id,synthetic_tracker_id,first_frame,last_frame,span_frames,observed_frames,events,replacement_events,addition_events
MOT20-03,346,1,860,12000860,925,926,2,2,2,2,0
MOT20-03,347,0,861,12000861,387,391,5,2,2,2,0
MOT20-03,347,1,862,12000862,623,627,5,5,5,5,0
MOT20-03,347,2,863,12000863,752,752,1,1,1,1,0
MOT20-03,347,3,864,12000864,799,817,19,5,5,5,0
MOT20-03,347,4,865,12000865,927,929,3,2,2,2,0
MOT20-03,348,0,866,12000866,1418,1446,29,6,6,5,1
MOT20-03,348,1,867,12000867,1770,1770,1,1,1,1,0
MOT20-03,349,0,868,12000868,1298,1399,102,41,41,41,0
MOT20-03,349,1,869,12000869,1587,1587,1,1,1,1,0
MOT20-03,349,2,870,12000870,1702,1707,6,3,3,3,0
MOT20-03,350,0,871,12000871,947,948,2,2,2,2,0
MOT20-03,350,1,872,12000872,1395,1404,10,5,5,5,0
MOT20-03,350,2,873,12000873,1767,1786,20,7,7,7,0
MOT20-03,352,0,874,12000874,1724,1733,10,8,8,8,0
MOT20-03,353,0,875,12000875,1758,1855,98,35,35,34,1
MOT20-03,354,0,876,12000876,1611,1617,7,5,5,3,2
MOT20-03,354,1,877,12000877,1818,1847,30,5,5,4,1
MOT20-03,355,0,878,12000878,1911,1925,15,2,2,0,2
MOT20-03,356,0,879,12000879,1611,1611,1,1,1,1,0
MOT20-03,356,1,880,12000880,1922,1923,2,2,2,2,0
MOT20-03,357,0,881,12000881,1686,1703,18,13,13,2,11
MOT20-03,357,1,882,12000882,1852,1858,7,7,7,0,7
MOT20-03,357,2,883,12000883,1897,1903,7,3,3,0,3
MOT20-03,359,0,884,12000884,1873,1881,9,3,3,3,0
MOT20-03,361,0,885,12000885,1930,1947,18,4,4,2,2
MOT20-03,362,0,886,12000886,1900,1900,1,1,1,1,0
MOT20-03,363,0,887,12000887,1952,1957,6,2,2,2,0
MOT20-03,365,0,888,12000888,1325,1326,2,2,2,2,0
MOT20-03,367,0,889,12000889,1755,1755,1,1,1,1,0
MOT20-03,369,0,890,12000890,1328,1329,2,2,2,2,0
MOT20-03,372,0,891,12000891,1568,1573,6,6,6,6,0
MOT20-03,372,1,892,12000892,1746,1772,27,16,16,1,15
MOT20-03,375,0,893,12000893,1783,1784,2,2,2,2,0
MOT20-03,377,0,894,12000894,1801,1826,26,14,14,13,1
MOT20-03,378,0,895,12000895,1603,1603,1,1,1,1,0
MOT20-03,378,1,896,12000896,1983,1983,1,1,1,1,0
MOT20-03,379,0,897,12000897,1387,1390,4,3,3,3,0
MOT20-03,379,1,898,12000898,1880,1885,6,5,5,0,5
MOT20-03,380,0,899,12000899,1891,1954,64,20,20,13,7
MOT20-03,381,0,900,12000900,1695,1695,1,1,1,1,0
MOT20-03,381,1,901,12000901,1756,1760,5,2,2,2,0
MOT20-03,382,0,902,12000902,1776,1817,42,17,17,17,0
MOT20-03,383,0,903,12000903,1763,1770,8,4,4,4,0
MOT20-03,385,0,904,12000904,1662,1665,4,4,4,4,0
MOT20-03,385,1,905,12000905,1808,1818,11,3,3,3,0
MOT20-03,385,2,906,12000906,2044,2052,9,4,4,4,0
MOT20-03,386,0,907,12000907,1662,1662,1,1,1,1,0
MOT20-03,386,1,908,12000908,1791,1791,1,1,1,1,0
MOT20-03,386,2,909,12000909,1977,1977,1,1,1,1,0
MOT20-03,386,3,910,12000910,2010,2020,11,3,3,3,0
MOT20-03,387,0,911,12000911,1375,1375,1,1,1,1,0
MOT20-03,387,1,912,12000912,1770,1819,50,25,25,15,10
MOT20-03,388,0,913,12000913,1960,1961,2,2,2,2,0
MOT20-03,389,0,914,12000914,1358,1359,2,2,2,2,0
MOT20-03,389,1,915,12000915,1990,1996,7,4,4,2,2
MOT20-03,390,0,916,12000916,1819,1819,1,1,1,1,0
MOT20-03,390,1,917,12000917,1885,1979,95,30,30,24,6
MOT20-03,391,0,918,12000918,1883,1929,47,13,13,13,0
MOT20-03,392,0,919,12000919,1560,1706,147,39,39,11,28
MOT20-03,392,1,920,12000920,1769,1843,75,34,34,5,29
MOT20-03,392,2,921,12000921,1934,2065,132,48,48,12,36
MOT20-03,394,0,922,12000922,1069,1071,3,2,2,2,0
MOT20-03,394,1,923,12000923,1927,1963,37,14,14,2,12
MOT20-03,395,0,924,12000924,1350,1350,1,1,1,1,0
MOT20-03,395,1,925,12000925,1504,1520,17,9,9,9,0
MOT20-03,396,0,926,12000926,1283,1284,2,2,2,2,0
MOT20-03,396,1,927,12000927,1470,1480,11,8,8,8,0
MOT20-03,397,0,928,12000928,1152,1152,1,1,1,1,0
MOT20-03,397,1,929,12000929,1505,1520,16,5,5,4,1
MOT20-03,402,0,930,12000930,1353,1353,1,1,1,1,0
MOT20-03,403,0,931,12000931,1553,1689,137,26,26,22,4
MOT20-03,408,0,932,12000932,1230,1230,1,1,1,1,0
MOT20-03,408,1,933,12000933,1702,1718,17,9,9,6,3
MOT20-03,409,0,934,12000934,1702,1723,22,8,8,7,1
MOT20-03,410,0,935,12000935,1690,1722,33,15,15,3,12
MOT20-03,412,0,936,12000936,1623,1634,12,6,6,6,0
MOT20-03,413,0,937,12000937,1624,1636,13,6,6,6,0
MOT20-03,414,0,938,12000938,1594,1594,1,1,1,1,0
MOT20-03,415,0,939,12000939,1619,1624,6,5,5,5,0
MOT20-03,416,0,940,12000940,1143,1144,2,2,2,2,0
MOT20-03,419,0,941,12000941,1588,1605,18,2,2,2,0
MOT20-03,420,0,942,12000942,1573,1587,15,7,7,7,0
MOT20-03,421,0,943,12000943,841,842,2,2,2,2,0
MOT20-03,421,1,944,12000944,876,876,1,1,1,0,1
MOT20-03,422,0,945,12000945,1505,1510,6,5,5,5,0
MOT20-03,423,0,946,12000946,2395,2395,1,1,1,1,0
MOT20-03,424,0,947,12000947,1076,1077,2,2,2,2,0
MOT20-03,424,1,948,12000948,1497,1497,1,1,1,0,1
MOT20-03,425,0,949,12000949,681,683,3,3,3,3,0
MOT20-03,425,1,950,12000950,1579,1599,21,7,7,7,0
MOT20-03,426,0,951,12000951,1558,1573,16,5,5,1,4
MOT20-03,428,0,952,12000952,1147,1224,78,28,28,26,2
MOT20-03,430,0,953,12000953,1402,1402,1,1,1,1,0
MOT20-03,431,0,954,12000954,1295,1295,1,1,1,1,0
MOT20-03,431,1,955,12000955,1531,1531,1,1,1,1,0
MOT20-03,432,0,956,12000956,1422,1433,12,3,3,2,1
MOT20-03,433,0,957,12000957,1392,1434,43,8,8,8,0
MOT20-03,436,0,958,12000958,2378,2378,1,1,1,1,0
MOT20-03,437,0,959,12000959,2311,2311,1,1,1,1,0
MOT20-03,438,0,960,12000960,1118,1123,6,2,2,2,0
MOT20-03,438,1,961,12000961,1396,1404,9,3,3,3,0
MOT20-03,439,0,962,12000962,1511,1550,40,11,11,5,6
MOT20-03,440,0,963,12000963,797,797,1,1,1,1,0
MOT20-03,445,0,964,12000964,2398,2399,2,2,2,2,0
MOT20-03,449,0,965,12000965,177,179,3,2,2,2,0
MOT20-03,456,0,966,12000966,1195,1195,1,1,1,1,0
MOT20-03,457,0,967,12000967,1660,1667,8,6,6,0,6
MOT20-03,460,0,968,12000968,992,993,2,2,2,2,0
MOT20-03,460,1,969,12000969,1346,1526,181,43,43,32,11
MOT20-03,460,2,970,12000970,1567,1592,26,8,8,8,0
MOT20-03,461,0,971,12000971,1007,1007,1,1,1,1,0
MOT20-03,461,1,972,12000972,1592,1609,18,6,6,6,0
MOT20-03,463,0,973,12000973,652,653,2,2,2,2,0
MOT20-03,463,1,974,12000974,844,844,1,1,1,1,0
MOT20-03,463,2,975,12000975,1471,1480,10,4,4,4,0
MOT20-03,466,0,976,12000976,2368,2368,1,1,1,1,0
MOT20-03,467,0,977,12000977,1436,1473,38,15,15,0,15
MOT20-03,468,0,978,12000978,425,431,7,3,3,3,0
MOT20-03,473,0,979,12000979,2205,2205,1,1,1,1,0
MOT20-03,475,0,980,12000980,352,374,23,12,12,12,0
MOT20-03,475,1,981,12000981,427,435,9,4,4,3,1
MOT20-03,476,0,982,12000982,376,376,1,1,1,1,0
MOT20-03,476,1,983,12000983,484,491,8,6,6,6,0
MOT20-03,478,0,984,12000984,226,263,38,20,20,20,0
MOT20-03,478,1,985,12000985,358,384,27,14,14,14,0
MOT20-03,479,0,986,12000986,281,308,28,21,21,21,0
MOT20-03,481,0,987,12000987,298,381,84,36,36,36,0
MOT20-03,482,0,988,12000988,139,139,1,1,1,1,0
MOT20-03,487,0,989,12000989,125,125,1,1,1,1,0
MOT20-03,487,1,990,12000990,423,431,9,7,7,7,0
MOT20-03,488,0,991,12000991,378,394,17,5,5,2,3
MOT20-03,492,0,992,12000992,424,468,45,10,10,7,3
MOT20-03,493,0,993,12000993,431,431,1,1,1,1,0
MOT20-03,499,0,994,12000994,287,300,14,3,3,3,0
MOT20-03,500,0,995,12000995,210,244,35,8,8,8,0
MOT20-03,501,0,996,12000996,614,629,16,12,12,12,0
MOT20-03,502,0,997,12000997,285,322,38,15,15,15,0
MOT20-03,505,0,998,12000998,2060,2065,6,3,3,3,0
MOT20-03,505,1,999,12000999,2135,2135,1,1,1,1,0
MOT20-03,505,2,1000,12001000,2169,2175,7,4,4,1,3
MOT20-03,505,3,1001,12001001,2262,2294,33,4,4,0,4
MOT20-03,505,4,1002,12001002,2329,2329,1,1,1,0,1
MOT20-03,505,5,1003,12001003,2360,2364,5,2,2,2,0
MOT20-03,507,0,1004,12001004,203,236,34,10,10,10,0
MOT20-03,508,0,1005,12001005,9,10,2,2,2,2,0
MOT20-03,511,0,1006,12001006,181,183,3,2,2,2,0
MOT20-03,516,0,1007,12001007,232,259,28,22,22,22,0
MOT20-03,517,0,1008,12001008,138,177,40,8,8,8,0
MOT20-03,518,0,1009,12001009,171,189,19,7,7,7,0
MOT20-03,519,0,1010,12001010,139,159,21,5,5,5,0
MOT20-03,520,0,1011,12001011,63,76,14,7,7,7,0
MOT20-03,521,0,1012,12001012,150,219,70,19,19,19,0
MOT20-03,522,0,1013,12001013,149,208,60,21,21,20,1
MOT20-03,523,0,1014,12001014,71,100,30,9,9,7,2
MOT20-03,524,0,1015,12001015,26,99,74,13,13,12,1
MOT20-03,525,0,1016,12001016,49,50,2,2,2,2,0
MOT20-03,527,0,1017,12001017,94,98,5,5,5,5,0
MOT20-03,529,0,1018,12001018,124,171,48,26,26,23,3
MOT20-03,531,0,1019,12001019,76,106,31,7,7,3,4
MOT20-03,532,0,1020,12001020,38,54,17,4,4,4,0
MOT20-03,533,0,1021,12001021,60,60,1,1,1,0,1
MOT20-03,534,0,1022,12001022,54,64,11,5,5,5,0
MOT20-03,535,0,1023,12001023,76,108,33,8,8,8,0
MOT20-03,536,0,1024,12001024,48,66,19,12,12,12,0
MOT20-03,537,0,1025,12001025,2,20,19,12,12,9,3
MOT20-03,538,0,1026,12001026,31,72,42,14,14,13,1
MOT20-03,545,0,1027,12001027,2123,2123,1,1,1,1,0
MOT20-03,548,0,1028,12001028,1958,1958,1,1,1,1,0
MOT20-03,549,0,1029,12001029,1726,1798,73,12,12,12,0
MOT20-03,549,1,1030,12001030,1833,1858,26,10,10,7,3
MOT20-03,549,2,1031,12001031,1897,1913,17,10,10,10,0
MOT20-03,552,0,1032,12001032,1949,1949,1,1,1,1,0
MOT20-03,553,0,1033,12001033,84,123,40,16,16,15,1
MOT20-03,555,0,1034,12001034,2027,2027,1,1,1,1,0
MOT20-03,557,0,1035,12001035,2110,2110,1,1,1,1,0
MOT20-03,558,0,1036,12001036,2067,2075,9,2,2,2,0
MOT20-03,558,1,1037,12001037,2275,2275,1,1,1,1,0
MOT20-03,558,2,1038,12001038,2360,2365,6,3,3,3,0
MOT20-03,559,0,1039,12001039,2112,2117,6,3,3,3,0
MOT20-03,563,0,1040,12001040,2125,2125,1,1,1,1,0
MOT20-03,566,0,1041,12001041,2002,2033,32,8,8,8,0
MOT20-03,566,1,1042,12001042,2068,2068,1,1,1,1,0
MOT20-03,567,0,1043,12001043,1632,1632,1,1,1,1,0
MOT20-03,568,0,1044,12001044,1587,1587,1,1,1,1,0
MOT20-03,570,0,1045,12001045,1601,1601,1,1,1,1,0
MOT20-03,571,0,1046,12001046,1491,1491,1,1,1,1,0
MOT20-03,571,1,1047,12001047,1859,1859,1,1,1,1,0
MOT20-03,573,0,1048,12001048,2263,2263,1,1,1,1,0
MOT20-03,576,0,1049,12001049,2263,2405,143,22,22,9,13
MOT20-03,577,0,1050,12001050,1235,1235,1,1,1,1,0
MOT20-03,578,0,1051,12001051,1990,1990,1,1,1,1,0
MOT20-03,580,0,1052,12001052,1517,1521,5,3,3,3,0
MOT20-03,580,1,1053,12001053,1826,1833,8,2,2,1,1
MOT20-03,580,2,1054,12001054,2002,2040,39,18,18,4,14
MOT20-03,581,0,1055,12001055,1481,1482,2,2,2,2,0
MOT20-03,581,1,1056,12001056,1987,2032,46,16,16,5,11
MOT20-03,582,0,1057,12001057,1460,1637,178,51,51,51,0
MOT20-03,582,1,1058,12001058,1947,2002,56,8,8,1,7
MOT20-03,584,0,1059,12001059,1431,1431,1,1,1,1,0
MOT20-03,584,1,1060,12001060,1912,1923,12,3,3,3,0
MOT20-03,584,2,1061,12001061,1967,2010,44,11,11,11,0
MOT20-03,585,0,1062,12001062,1581,1581,1,1,1,0,1
MOT20-03,585,1,1063,12001063,1986,2027,42,11,11,11,0
MOT20-03,586,0,1064,12001064,1324,1325,2,2,2,2,0
MOT20-03,587,0,1065,12001065,1470,1470,1,1,1,1,0
MOT20-03,587,1,1066,12001066,1837,1866,30,15,15,15,0
MOT20-03,589,0,1067,12001067,1788,1792,5,3,3,3,0
MOT20-03,591,0,1068,12001068,1206,1206,1,1,1,1,0
MOT20-03,591,1,1069,12001069,1892,1933,42,12,12,12,0
MOT20-03,592,0,1070,12001070,1435,1435,1,1,1,1,0
MOT20-03,592,1,1071,12001071,1622,1635,14,6,6,1,5
MOT20-03,592,2,1072,12001072,1738,1764,27,10,10,10,0
MOT20-03,592,3,1073,12001073,1795,1843,49,17,17,17,0
MOT20-03,593,0,1074,12001074,1609,1623,15,9,9,8,1
MOT20-03,593,1,1075,12001075,1669,1720,52,15,15,15,0
MOT20-03,595,0,1076,12001076,1910,1956,47,11,11,11,0
MOT20-03,598,0,1077,12001077,1785,1814,30,14,14,14,0
MOT20-03,599,0,1078,12001078,1792,1796,5,4,4,4,0
MOT20-03,600,0,1079,12001079,1981,1988,8,4,4,4,0
MOT20-03,601,0,1080,12001080,1548,1549,2,2,2,2,0
MOT20-03,601,1,1081,12001081,1750,1766,17,9,9,8,1
MOT20-03,602,0,1082,12001082,2343,2343,1,1,1,1,0
MOT20-03,605,0,1083,12001083,1866,1866,1,1,1,1,0
MOT20-03,609,0,1084,12001084,1674,1674,1,1,1,1,0
MOT20-03,609,1,1085,12001085,2201,2209,9,3,3,2,1
MOT20-03,610,0,1086,12001086,1993,1993,1,1,1,1,0
MOT20-03,610,1,1087,12001087,2354,2384,31,13,13,11,2
MOT20-03,611,0,1088,12001088,2280,2318,39,9,9,8,1
MOT20-03,612,0,1089,12001089,2331,2350,20,11,11,11,0
MOT20-03,613,0,1090,12001090,2323,2375,53,13,13,10,3
MOT20-03,615,0,1091,12001091,1772,1772,1,1,1,1,0
MOT20-03,616,0,1092,12001092,2375,2403,29,3,3,3,0
MOT20-03,622,0,1093,12001093,1531,1531,1,1,1,1,0
MOT20-03,622,1,1094,12001094,2082,2102,21,9,9,3,6
MOT20-03,622,2,1095,12001095,2251,2254,4,3,3,1,2
MOT20-03,623,0,1096,12001096,1962,1964,3,2,2,2,0
MOT20-03,624,0,1097,12001097,2212,2218,7,2,2,2,0
MOT20-03,624,1,1098,12001098,2292,2381,90,14,14,14,0
MOT20-03,625,0,1099,12001099,1679,1679,1,1,1,1,0
MOT20-03,626,0,1100,12001100,1694,1697,4,2,2,2,0
MOT20-03,628,0,1101,12001101,1681,1689,9,3,3,1,2
MOT20-03,628,1,1102,12001102,1915,1920,6,3,3,3,0
MOT20-03,628,2,1103,12001103,2192,2213,22,7,7,1,6
MOT20-03,628,3,1104,12001104,2284,2307,24,6,6,6,0
MOT20-03,629,0,1105,12001105,1928,1929,2,2,2,2,0
MOT20-03,629,1,1106,12001106,2046,2046,1,1,1,1,0
MOT20-03,629,2,1107,12001107,2256,2336,81,20,20,12,8
MOT20-03,630,0,1108,12001108,1775,1794,20,13,13,10,3
MOT20-03,630,1,1109,12001109,2043,2043,1,1,1,1,0
MOT20-03,630,2,1110,12001110,2219,2255,37,6,6,0,6
MOT20-03,630,3,1111,12001111,2334,2343,10,5,5,5,0
MOT20-03,631,0,1112,12001112,1816,1819,4,3,3,2,1
MOT20-03,631,1,1113,12001113,2330,2345,16,7,7,7,0
MOT20-03,632,0,1114,12001114,2321,2324,4,4,4,3,1
MOT20-03,633,0,1115,12001115,1820,1822,3,3,3,3,0
MOT20-03,633,1,1116,12001116,2328,2345,18,6,6,6,0
MOT20-03,634,0,1117,12001117,1621,1621,1,1,1,1,0
MOT20-03,634,1,1118,12001118,1968,1979,12,3,3,0,3
MOT20-03,634,2,1119,12001119,2229,2252,24,11,11,9,2
MOT20-03,635,0,1120,12001120,2233,2296,64,33,33,18,15
MOT20-03,636,0,1121,12001121,1914,1914,1,1,1,1,0
MOT20-03,636,1,1122,12001122,2188,2198,11,3,3,2,1
MOT20-03,637,0,1123,12001123,2188,2221,34,8,8,5,3
MOT20-03,637,1,1124,12001124,2340,2340,1,1,1,0,1
MOT20-03,638,0,1125,12001125,1408,1408,1,1,1,1,0
MOT20-03,638,1,1126,12001126,2305,2316,12,2,2,2,0
MOT20-03,640,0,1127,12001127,2212,2216,5,4,4,3,1
MOT20-03,641,0,1128,12001128,1265,1266,2,2,2,2,0
MOT20-03,641,1,1129,12001129,2172,2172,1,1,1,1,0
MOT20-03,641,2,1130,12001130,2233,2233,1,1,1,0,1
MOT20-03,642,0,1131,12001131,1798,1798,1,1,1,1,0
MOT20-03,642,1,1132,12001132,2338,2338,1,1,1,1,0
MOT20-03,643,0,1133,12001133,1627,1632,6,2,2,2,0
MOT20-03,643,1,1134,12001134,2219,2285,67,27,27,26,1
MOT20-03,644,0,1135,12001135,1905,1906,2,2,2,1,1
MOT20-03,646,0,1136,12001136,2299,2328,30,9,9,7,2
MOT20-03,647,0,1137,12001137,2207,2233,27,15,15,5,10
MOT20-03,647,1,1138,12001138,2279,2321,43,13,13,11,2
MOT20-03,648,0,1139,12001139,1458,1460,3,2,2,1,1
MOT20-03,648,1,1140,12001140,2124,2135,12,2,2,2,0
MOT20-03,648,2,1141,12001141,2272,2355,84,24,24,17,7
MOT20-03,650,0,1142,12001142,1478,1478,1,1,1,1,0
MOT20-03,650,1,1143,12001143,1704,1704,1,1,1,1,0
MOT20-03,650,2,1144,12001144,2112,2127,16,8,8,1,7
MOT20-03,650,3,1145,12001145,2206,2206,1,1,1,1,0
MOT20-03,650,4,1146,12001146,2303,2303,1,1,1,0,1
MOT20-03,651,0,1147,12001147,2018,2018,1,1,1,0,1
MOT20-03,652,0,1148,12001148,1875,1881,7,3,3,2,1
MOT20-03,652,1,1149,12001149,2187,2189,3,2,2,1,1
MOT20-03,652,2,1150,12001150,2262,2305,44,16,16,16,0
MOT20-03,653,0,1151,12001151,2221,2221,1,1,1,1,0
MOT20-03,654,0,1152,12001152,1418,1418,1,1,1,1,0
MOT20-03,654,1,1153,12001153,1727,1729,3,2,2,0,2
MOT20-03,654,2,1154,12001154,1803,1838,36,16,16,14,2
MOT20-03,656,0,1155,12001155,2222,2222,1,1,1,1,0
MOT20-03,658,0,1156,12001156,1903,1904,2,2,2,1,1
MOT20-03,659,0,1157,12001157,1887,1891,5,4,4,3,1
MOT20-03,659,1,1158,12001158,2165,2166,2,2,2,2,0
MOT20-03,660,0,1159,12001159,1369,1369,1,1,1,1,0
MOT20-03,660,1,1160,12001160,2139,2209,71,28,28,24,4
MOT20-03,662,0,1161,12001161,2211,2228,18,6,6,5,1
MOT20-03,663,0,1162,12001162,1519,1525,7,5,5,5,0
MOT20-03,664,0,1163,12001163,1239,1241,3,2,2,2,0
MOT20-03,664,1,1164,12001164,2125,2144,20,4,4,4,0
MOT20-03,664,2,1165,12001165,2217,2229,13,8,8,8,0
MOT20-03,665,0,1166,12001166,2122,2122,1,1,1,0,1
MOT20-03,665,1,1167,12001167,2163,2241,79,21,21,17,4
MOT20-03,668,0,1168,12001168,1766,1767,2,2,2,2,0
MOT20-03,669,0,1169,12001169,1197,1197,1,1,1,1,0
MOT20-03,670,0,1170,12001170,1886,1887,2,2,2,2,0
MOT20-03,671,0,1171,12001171,2159,2189,31,11,11,1,10
MOT20-03,673,0,1172,12001172,1985,1986,2,2,2,2,0
MOT20-03,674,0,1173,12001173,1360,1360,1,1,1,1,0
MOT20-03,677,0,1174,12001174,2047,2047,1,1,1,0,1
MOT20-03,678,0,1175,12001175,1379,1379,1,1,1,1,0
MOT20-03,678,1,1176,12001176,2115,2129,15,5,5,5,0
MOT20-03,679,0,1177,12001177,2040,2090,51,21,21,12,9
MOT20-03,680,0,1178,12001178,1400,1400,1,1,1,1,0
MOT20-03,680,1,1179,12001179,2095,2104,10,5,5,5,0
MOT20-03,680,2,1180,12001180,2160,2284,125,35,35,34,1
MOT20-03,681,0,1181,12001181,2178,2182,5,2,2,2,0
MOT20-03,682,0,1182,12001182,2153,2153,1,1,1,1,0
MOT20-03,682,1,1183,12001183,2211,2230,20,5,5,2,3
MOT20-03,684,0,1184,12001184,1224,1224,1,1,1,1,0
MOT20-03,684,1,1185,12001185,1609,1632,24,15,15,1,14
MOT20-03,684,2,1186,12001186,1678,1747,70,38,38,1,37
MOT20-03,684,3,1187,12001187,2142,2158,17,4,4,3,1
MOT20-03,685,0,1188,12001188,2172,2225,54,22,22,22,0
MOT20-03,686,0,1189,12001189,2211,2279,69,21,21,14,7
MOT20-03,688,0,1190,12001190,2264,2300,37,12,12,11,1
MOT20-03,689,0,1191,12001191,2349,2361,13,4,4,4,0
MOT20-03,696,0,1192,12001192,1380,1380,1,1,1,1,0
MOT20-03,696,1,1193,12001193,1949,1961,13,6,6,6,0
MOT20-03,697,0,1194,12001194,1953,1953,1,1,1,1,0
MOT20-03,697,1,1195,12001195,2119,2122,4,2,2,1,1
MOT20-03,698,0,1196,12001196,1649,1649,1,1,1,1,0
MOT20-03,700,0,1197,12001197,2217,2217,1,1,1,1,0
MOT20-03,700,1,1198,12001198,2263,2288,26,2,2,1,1
MOT20-03,701,0,1199,12001199,2157,2157,1,1,1,1,0
MOT20-03,701,1,1200,12001200,2262,2268,7,4,4,4,0
MOT20-03,703,0,1201,12001201,1719,1719,1,1,1,1,0
MOT20-03,703,1,1202,12001202,2395,2404,10,2,2,0,2
MOT20-03,704,0,1203,12001203,1368,1368,1,1,1,1,0
MOT20-03,704,1,1204,12001204,1638,1660,23,2,2,1,1
MOT20-03,704,2,1205,12001205,2234,2264,31,5,5,5,0
MOT20-03,705,0,1206,12001206,2203,2203,1,1,1,1,0
MOT20-03,705,1,1207,12001207,2334,2339,6,4,4,4,0
MOT20-03,706,0,1208,12001208,1279,1279,1,1,1,0,1
MOT20-03,706,1,1209,12001209,1994,2012,19,9,9,7,2
MOT20-03,706,2,1210,12001210,2134,2136,3,2,2,0,2
MOT20-03,715,0,1211,12001211,989,991,3,2,2,2,0
MOT20-03,720,0,1212,12001212,2403,2403,1,1,1,0,1
MOT20-03,722,0,1213,12001213,1913,1918,6,2,2,2,0
MOT20-03,723,0,1214,12001214,2326,2327,2,2,2,1,1
MOT20-03,723,1,1215,12001215,2388,2404,17,5,5,2,3
MOT20-03,725,0,1216,12001216,1964,1976,13,2,2,2,0
MOT20-03,726,0,1217,12001217,1839,1876,38,15,15,13,2
MOT20-03,727,0,1218,12001218,1968,1968,1,1,1,1,0
MOT20-03,728,0,1219,12001219,1970,1979,10,4,4,2,2
MOT20-03,729,0,1220,12001220,1961,1961,1,1,1,1,0
MOT20-03,730,0,1221,12001221,1943,1970,28,14,14,9,5
MOT20-03,731,0,1222,12001222,1768,1768,1,1,1,1,0
MOT20-03,731,1,1223,12001223,1899,1912,14,10,10,1,9
MOT20-03,731,2,1224,12001224,2145,2145,1,1,1,0,1
MOT20-03,731,3,1225,12001225,2276,2286,11,7,7,7,0
MOT20-03,733,0,1226,12001226,1967,2010,44,11,11,11,0
MOT20-03,733,1,1227,12001227,2122,2144,23,9,9,8,1
MOT20-05,1,0,1228,13001228,1035,1035,1,1,1,1,0
MOT20-05,2,0,1229,13001229,948,948,1,1,1,1,0
MOT20-05,3,0,1230,13001230,1136,1139,4,2,2,2,0
MOT20-05,3,1,1231,13001231,1170,1170,1,1,1,0,1
MOT20-05,4,0,1232,13001232,931,933,3,3,3,3,0
MOT20-05,5,0,1233,13001233,898,901,4,2,2,2,0
MOT20-05,6,0,1234,13001234,868,868,1,1,1,1,0
MOT20-05,6,1,1235,13001235,1126,1145,20,6,6,6,0
MOT20-05,7,0,1236,13001236,871,871,1,1,1,1,0
MOT20-05,8,0,1237,13001237,860,862,3,2,2,2,0
MOT20-05,9,0,1238,13001238,808,808,1,1,1,1,0
MOT20-05,10,0,1239,13001239,781,781,1,1,1,1,0
MOT20-05,11,0,1240,13001240,758,761,4,2,2,2,0
MOT20-05,12,0,1241,13001241,797,797,1,1,1,1,0
MOT20-05,13,0,1242,13001242,772,772,1,1,1,0,1
MOT20-05,14,0,1243,13001243,734,739,6,6,6,6,0
MOT20-05,16,0,1244,13001244,695,699,5,3,3,3,0
MOT20-05,16,1,1245,13001245,1057,1063,7,3,3,1,2
MOT20-05,18,0,1246,13001246,349,349,1,1,1,1,0
MOT20-05,19,0,1247,13001247,816,816,1,1,1,0,1
MOT20-05,19,1,1248,13001248,933,936,4,2,2,2,0
MOT20-05,19,2,1249,13001249,1107,1107,1,1,1,1,0
MOT20-05,19,3,1250,13001250,1169,1218,50,17,17,15,2
MOT20-05,22,0,1251,13001251,1114,1121,8,4,4,3,1
MOT20-05,24,0,1252,13001252,1202,1219,18,5,5,3,2
MOT20-05,25,0,1253,13001253,269,269,1,1,1,1,0
MOT20-05,26,0,1254,13001254,138,140,3,3,3,3,0
MOT20-05,26,1,1255,13001255,337,374,38,9,9,9,0
MOT20-05,26,2,1256,13001256,914,946,33,6,6,6,0
MOT20-05,29,0,1257,13001257,496,496,1,1,1,1,0
MOT20-05,30,0,1258,13001258,818,819,2,2,2,2,0
MOT20-05,31,0,1259,13001259,721,721,1,1,1,1,0
MOT20-05,32,0,1260,13001260,623,623,1,1,1,1,0
MOT20-05,37,0,1261,13001261,901,909,9,7,7,0,7
MOT20-05,38,0,1262,13001262,478,478,1,1,1,1,0
MOT20-05,39,0,1263,13001263,802,813,12,4,4,3,1
MOT20-05,41,0,1264,13001264,1093,1093,1,1,1,1,0
MOT20-05,42,0,1265,13001265,527,527,1,1,1,1,0
MOT20-05,42,1,1266,13001266,572,692,121,37,37,36,1
MOT20-05,46,0,1267,13001267,1211,1213,3,2,2,2,0
MOT20-05,47,0,1268,13001268,1215,1215,1,1,1,1,0
MOT20-05,48,0,1269,13001269,77,79,3,3,3,3,0
MOT20-05,48,1,1270,13001270,903,903,1,1,1,1,0
MOT20-05,49,0,1271,13001271,382,389,8,8,8,4,4
MOT20-05,49,1,1272,13001272,784,791,8,3,3,3,0
MOT20-05,50,0,1273,13001273,172,172,1,1,1,1,0
MOT20-05,50,1,1274,13001274,678,678,1,1,1,0,1
MOT20-05,51,0,1275,13001275,649,652,4,2,2,2,0
MOT20-05,51,1,1276,13001276,781,793,13,3,3,1,2
MOT20-05,54,0,1277,13001277,267,268,2,2,2,2,0
MOT20-05,55,0,1278,13001278,330,332,3,2,2,0,2
